rental_id,car_id,checkin_type,state,delay_at_checkout_in_minutes,previous_ended_rental_id,time_delta_with_previous_rental_in_minutes,time_delta_previous_rental_groups,early_or_late_groups
20092,567276,388764,mobile,ended,21.0,548208.0,270.0,time delta > 45 min,late <= 45 min
20105,568263,369381,mobile,ended,346.0,567507.0,180.0,time delta > 45 min,late btw 4 and 6 hours
20106,568295,362199,connect,ended,36.0,567376.0,60.0,time delta > 45 min,late <= 45 min
20113,568758,415034,mobile,ended,-53.0,569808.0,510.0,time delta > 45 min,early more than 45 min
20130,541832,354938,mobile,ended,53.0,533526.0,0.0,time delta btw 0 and 45 min,late btw 45 min and 2 hour
20144,542869,300377,mobile,ended,13.0,532441.0,0.0,time delta btw 0 and 45 min,late <= 45 min
20145,542965,339015,mobile,ended,-189.0,533719.0,360.0,time delta > 45 min,early more than 45 min
20152,543503,401911,mobile,ended,82.0,539726.0,120.0,time delta > 45 min,late btw 45 min and 2 hour
20154,543654,370420,mobile,ended,93.0,506194.0,0.0,time delta btw 0 and 45 min,late btw 45 min and 2 hour
20156,572580,288973,mobile,ended,-12.0,571780.0,720.0,time delta > 45 min,early less than 45 min
20163,573792,373511,mobile,ended,-118.0,574297.0,30.0,time delta btw 0 and 45 min,early more than 45 min
20173,556973,384396,connect,ended,225.0,553994.0,150.0,time delta > 45 min,late btw 3 and 4 hours
20188,557845,405433,mobile,ended,-11.0,557514.0,0.0,time delta btw 0 and 45 min,early less than 45 min
20211,559467,290600,connect,ended,89.0,559379.0,630.0,time delta > 45 min,late btw 45 min and 2 hour
20219,559914,284054,mobile,ended,-187.0,554378.0,120.0,time delta > 45 min,early more than 45 min
20225,560407,401387,mobile,ended,43.0,574013.0,90.0,time delta > 45 min,late <= 45 min
20226,560439,316678,connect,ended,-8.0,521403.0,60.0,time delta > 45 min,early less than 45 min
20231,569798,415653,mobile,ended,107.0,568296.0,360.0,time delta > 45 min,late btw 45 min and 2 hour
20255,573423,358764,mobile,ended,52.0,569793.0,30.0,time delta btw 0 and 45 min,late btw 45 min and 2 hour
20260,574789,325328,connect,ended,40.0,562389.0,690.0,time delta > 45 min,late <= 45 min
20263,575860,323777,mobile,ended,-19.0,575053.0,30.0,time delta btw 0 and 45 min,early less than 45 min
20267,566001,310571,mobile,ended,22.0,562807.0,300.0,time delta > 45 min,late <= 45 min
20283,567264,410255,connect,ended,183.0,564975.0,0.0,time delta btw 0 and 45 min,late btw 3 and 4 hours
20304,569088,394869,mobile,ended,175.0,567711.0,360.0,time delta > 45 min,late btw 2 and 3 hours
20305,569229,374486,mobile,ended,46.0,569375.0,570.0,time delta > 45 min,late btw 45 min and 2 hour
20341,561334,410939,connect,ended,-157.0,565171.0,0.0,time delta btw 0 and 45 min,early more than 45 min
20342,561569,374809,connect,ended,-14.0,540924.0,120.0,time delta > 45 min,early less than 45 min
20352,562310,405005,connect,ended,-29.0,555533.0,450.0,time delta > 45 min,early less than 45 min
20354,562389,325328,connect,ended,16.0,561921.0,330.0,time delta > 45 min,late <= 45 min
20405,566230,339993,mobile,ended,-414.0,555368.0,720.0,time delta > 45 min,early more than 45 min
20435,568164,374298,connect,ended,-43.0,565095.0,60.0,time delta > 45 min,early less than 45 min
20438,568411,358023,mobile,ended,641.0,564155.0,0.0,time delta btw 0 and 45 min,late btw 6h and 1 day
20439,568482,386211,mobile,ended,43.0,561829.0,630.0,time delta > 45 min,late <= 45 min
20441,568975,315136,connect,ended,58.0,566481.0,150.0,time delta > 45 min,late btw 45 min and 2 hour
20460,573086,385303,connect,ended,125.0,572075.0,660.0,time delta > 45 min,late btw 2 and 3 hours
20469,539934,372115,mobile,ended,-50.0,536095.0,720.0,time delta > 45 min,early more than 45 min
20487,540973,288973,mobile,ended,17.0,537775.0,570.0,time delta > 45 min,late <= 45 min
20493,541426,393185,mobile,ended,97.0,538564.0,150.0,time delta > 45 min,late btw 45 min and 2 hour
20503,542105,397188,mobile,ended,-66.0,541742.0,720.0,time delta > 45 min,early more than 45 min
20511,542314,388111,mobile,ended,38.0,509727.0,30.0,time delta btw 0 and 45 min,late <= 45 min
20527,543894,383443,connect,ended,-73.0,539684.0,0.0,time delta btw 0 and 45 min,early more than 45 min
20540,544444,392327,mobile,ended,352.0,539009.0,660.0,time delta > 45 min,late btw 4 and 6 hours
20550,545009,317303,mobile,ended,-3.0,541002.0,120.0,time delta > 45 min,early less than 45 min
20565,545696,374360,connect,ended,-64.0,550978.0,720.0,time delta > 45 min,early more than 45 min
20576,546489,352528,connect,ended,-533.0,546578.0,570.0,time delta > 45 min,early more than 45 min
20577,546659,333731,mobile,ended,17.0,548560.0,120.0,time delta > 45 min,late <= 45 min
20588,547255,334190,connect,ended,49.0,547969.0,240.0,time delta > 45 min,late btw 45 min and 2 hour
20604,548340,390702,connect,ended,72.0,532915.0,180.0,time delta > 45 min,late btw 45 min and 2 hour
20619,549715,310661,mobile,ended,87.0,560574.0,60.0,time delta > 45 min,late btw 45 min and 2 hour
20645,551425,374360,connect,ended,-85.0,559958.0,570.0,time delta > 45 min,early more than 45 min
20650,551843,396470,mobile,ended,-8.0,545947.0,30.0,time delta btw 0 and 45 min,early less than 45 min
20655,552157,410231,mobile,ended,-40.0,548424.0,330.0,time delta > 45 min,early less than 45 min
20656,552213,359045,connect,ended,-91.0,567058.0,60.0,time delta > 45 min,early more than 45 min
20669,545142,399431,mobile,ended,-59.0,536579.0,270.0,time delta > 45 min,early more than 45 min
20748,549928,301799,connect,ended,-52.0,551138.0,540.0,time delta > 45 min,early more than 45 min
20750,550270,399575,connect,ended,51.0,548971.0,690.0,time delta > 45 min,late btw 45 min and 2 hour
20762,551115,360460,connect,ended,31.0,550135.0,60.0,time delta > 45 min,late <= 45 min
20777,552034,361156,mobile,ended,335.0,548172.0,0.0,time delta btw 0 and 45 min,late btw 4 and 6 hours
20780,552290,370049,mobile,ended,66.0,541329.0,660.0,time delta > 45 min,late btw 45 min and 2 hour
20787,552800,335276,connect,ended,-74.0,553412.0,0.0,time delta btw 0 and 45 min,early more than 45 min
20799,553299,412021,mobile,ended,13.0,552971.0,600.0,time delta > 45 min,late <= 45 min
20802,553351,406124,connect,ended,90.0,557210.0,0.0,time delta btw 0 and 45 min,late btw 45 min and 2 hour
20803,553447,362187,connect,ended,487.0,548278.0,690.0,time delta > 45 min,late btw 6h and 1 day
20805,553525,404460,mobile,ended,-869.0,552490.0,30.0,time delta btw 0 and 45 min,early more than 45 min
20844,556396,319886,connect,ended,-22.0,553022.0,30.0,time delta btw 0 and 45 min,early less than 45 min
20852,556928,245154,connect,ended,-99.0,556011.0,60.0,time delta > 45 min,early more than 45 min
20875,558711,249274,connect,ended,10.0,542660.0,180.0,time delta > 45 min,late <= 45 min
20884,558941,370312,mobile,ended,-32.0,547786.0,660.0,time delta > 45 min,early less than 45 min
20896,559828,376619,mobile,ended,56.0,552342.0,450.0,time delta > 45 min,late btw 45 min and 2 hour
20898,559967,340369,connect,ended,-21.0,559032.0,180.0,time delta > 45 min,early less than 45 min
20902,560206,412025,mobile,ended,-82.0,558245.0,480.0,time delta > 45 min,early more than 45 min
20905,560500,377781,mobile,ended,-259.0,544750.0,0.0,time delta btw 0 and 45 min,early more than 45 min
20908,560659,223850,mobile,ended,-112.0,559026.0,180.0,time delta > 45 min,early more than 45 min
20918,561206,312603,connect,ended,10.0,554958.0,30.0,time delta btw 0 and 45 min,late <= 45 min
20922,561403,412139,mobile,ended,290.0,563942.0,120.0,time delta > 45 min,late btw 4 and 6 hours
20924,561476,410402,mobile,ended,11.0,550186.0,0.0,time delta btw 0 and 45 min,late <= 45 min
21014,559966,395204,connect,ended,19.0,555436.0,720.0,time delta > 45 min,late <= 45 min
21016,560197,376652,mobile,ended,-7.0,556960.0,420.0,time delta > 45 min,early less than 45 min
21021,560740,383344,connect,ended,17.0,534678.0,60.0,time delta > 45 min,late <= 45 min
21038,561898,404789,mobile,ended,284.0,561771.0,360.0,time delta > 45 min,late btw 4 and 6 hours
21047,562282,398733,mobile,ended,126.0,555245.0,570.0,time delta > 45 min,late btw 2 and 3 hours
21054,562649,379751,connect,ended,72.0,565386.0,0.0,time delta btw 0 and 45 min,late btw 45 min and 2 hour
21064,562166,358480,mobile,ended,-23.0,567436.0,510.0,time delta > 45 min,early less than 45 min
21161,565711,367627,mobile,ended,-86.0,561444.0,540.0,time delta > 45 min,early more than 45 min
21163,565721,381470,mobile,ended,44.0,564855.0,0.0,time delta btw 0 and 45 min,late <= 45 min
21165,565739,353535,mobile,ended,187.0,564894.0,480.0,time delta > 45 min,late btw 3 and 4 hours
21170,566017,396034,connect,ended,46.0,569645.0,510.0,time delta > 45 min,late btw 45 min and 2 hour
21209,567833,372011,mobile,ended,-1345.0,546551.0,360.0,time delta > 45 min,early more than 45 min
21212,568153,312716,mobile,ended,-166.0,541645.0,120.0,time delta > 45 min,early more than 45 min
21213,568325,354026,mobile,ended,3.0,567791.0,90.0,time delta > 45 min,late <= 45 min
21221,568724,382821,connect,ended,7.0,560988.0,720.0,time delta > 45 min,late <= 45 min
21228,569688,344254,connect,ended,61.0,568778.0,690.0,time delta > 45 min,late btw 45 min and 2 hour
21249,571823,353425,connect,ended,-276.0,569556.0,240.0,time delta > 45 min,early more than 45 min
21253,573274,298117,connect,ended,-7.0,571227.0,210.0,time delta > 45 min,early less than 45 min
21266,567741,294059,mobile,ended,111.0,567708.0,120.0,time delta > 45 min,late btw 45 min and 2 hour
21275,568523,297973,mobile,ended,12.0,567121.0,240.0,time delta > 45 min,late <= 45 min
21286,569717,377312,mobile,ended,230.0,545045.0,90.0,time delta > 45 min,late btw 3 and 4 hours
