rental_id,car_id,checkin_type,state,delay_at_checkout_in_minutes,previous_ended_rental_id,time_delta_with_previous_rental_in_minutes,time_delta_previous_rental_groups,early_or_late_groups
8057,545099,389599,mobile,ended,56.0,539042.0,0.0,time delta btw 0 and 45 min,late btw 45 min and 2 hour
8136,529225,364411,mobile,ended,88.0,547571.0,180.0,time delta > 45 min,late btw 45 min and 2 hour
8159,533802,373893,connect,ended,-286.0,558560.0,0.0,time delta btw 0 and 45 min,early more than 45 min
8203,538615,403884,mobile,ended,27.0,540902.0,0.0,time delta btw 0 and 45 min,late <= 45 min
8217,544271,335605,mobile,ended,40.0,534944.0,60.0,time delta > 45 min,late <= 45 min
8223,544692,405622,mobile,ended,39.0,522854.0,120.0,time delta > 45 min,late <= 45 min
8231,545045,377312,mobile,ended,22.0,563963.0,630.0,time delta > 45 min,late <= 45 min
8239,546031,318867,mobile,ended,18.0,530797.0,270.0,time delta > 45 min,late <= 45 min
8280,548763,334924,mobile,ended,66.0,534311.0,180.0,time delta > 45 min,late btw 45 min and 2 hour
8281,548903,360981,mobile,ended,221.0,549631.0,30.0,time delta btw 0 and 45 min,late btw 3 and 4 hours
8294,550033,285452,connect,ended,31.0,545931.0,0.0,time delta btw 0 and 45 min,late <= 45 min
8316,551121,352393,connect,ended,39.0,548333.0,480.0,time delta > 45 min,late <= 45 min
8318,551337,314456,connect,ended,-37.0,556481.0,480.0,time delta > 45 min,early less than 45 min
8340,546727,401262,mobile,ended,39.0,544217.0,90.0,time delta > 45 min,late <= 45 min
8342,547095,339540,mobile,ended,119.0,535528.0,60.0,time delta > 45 min,late btw 45 min and 2 hour
8346,547493,346697,mobile,ended,78.0,557319.0,690.0,time delta > 45 min,late btw 45 min and 2 hour
8399,549796,371572,connect,ended,-96.0,543535.0,60.0,time delta > 45 min,early more than 45 min
8431,506452,393172,connect,ended,-93.0,555818.0,30.0,time delta btw 0 and 45 min,early more than 45 min
8441,514488,179304,mobile,ended,124.0,557954.0,0.0,time delta btw 0 and 45 min,late btw 2 and 3 hours
8465,528560,377119,connect,ended,-369.0,539582.0,120.0,time delta > 45 min,early more than 45 min
8471,530110,216148,connect,ended,-211.0,541841.0,60.0,time delta > 45 min,early more than 45 min
8533,550529,362531,connect,ended,-26.0,544688.0,660.0,time delta > 45 min,early less than 45 min
8564,543210,402562,connect,ended,-107.0,538013.0,0.0,time delta btw 0 and 45 min,early more than 45 min
8575,543792,274598,mobile,ended,-199.0,536619.0,120.0,time delta > 45 min,early more than 45 min
8581,544225,230201,connect,ended,-122.0,540562.0,30.0,time delta btw 0 and 45 min,early more than 45 min
8590,544945,340442,mobile,ended,48.0,538975.0,120.0,time delta > 45 min,late btw 45 min and 2 hour
8600,536387,310661,mobile,ended,5.0,539166.0,720.0,time delta > 45 min,late <= 45 min
8604,536765,347781,mobile,ended,-26.0,536981.0,600.0,time delta > 45 min,early less than 45 min
8622,538116,289901,connect,ended,-92.0,532257.0,660.0,time delta > 45 min,early more than 45 min
8637,538721,288611,mobile,ended,17.0,534242.0,60.0,time delta > 45 min,late <= 45 min
8662,552211,384040,connect,ended,-358.0,539551.0,0.0,time delta btw 0 and 45 min,early more than 45 min
8682,507521,321752,connect,ended,54.0,547204.0,420.0,time delta > 45 min,late btw 45 min and 2 hour
8711,526426,370907,mobile,ended,42.0,547543.0,0.0,time delta btw 0 and 45 min,late <= 45 min
8750,535781,319373,connect,ended,-7.0,552184.0,90.0,time delta > 45 min,early less than 45 min
8767,516252,284459,connect,ended,-42.0,535364.0,510.0,time delta > 45 min,early less than 45 min
8769,517818,377172,mobile,ended,-49.0,551053.0,30.0,time delta btw 0 and 45 min,early more than 45 min
8773,518985,380833,mobile,ended,19.0,535338.0,240.0,time delta > 45 min,late <= 45 min
8800,529942,385128,mobile,ended,0.0,520000.0,120.0,time delta > 45 min,early less than 45 min
8816,532779,349678,connect,ended,-80.0,538006.0,30.0,time delta btw 0 and 45 min,early more than 45 min
8872,539186,402083,connect,ended,-4.0,532634.0,510.0,time delta > 45 min,early less than 45 min
8894,535239,164960,connect,ended,81.0,538412.0,360.0,time delta > 45 min,late btw 45 min and 2 hour
8929,537793,357875,mobile,ended,267.0,542111.0,0.0,time delta btw 0 and 45 min,late btw 4 and 6 hours
8936,538248,224967,mobile,ended,54.0,529692.0,0.0,time delta btw 0 and 45 min,late btw 45 min and 2 hour
8944,538941,385178,connect,ended,241.0,540804.0,120.0,time delta > 45 min,late btw 4 and 6 hours
8952,548556,375553,mobile,ended,-216.0,561402.0,60.0,time delta > 45 min,early more than 45 min
8954,548792,361564,mobile,ended,9.0,548637.0,60.0,time delta > 45 min,late <= 45 min
8966,549613,311707,connect,ended,-33.0,543933.0,0.0,time delta btw 0 and 45 min,early less than 45 min
8987,553518,317639,mobile,ended,-10.0,561611.0,120.0,time delta > 45 min,early less than 45 min
8992,553735,359049,connect,ended,33.0,550645.0,390.0,time delta > 45 min,late <= 45 min
8996,549537,412219,mobile,ended,67.0,549114.0,540.0,time delta > 45 min,late btw 45 min and 2 hour
9003,550036,396532,mobile,ended,2943.0,546881.0,0.0,time delta btw 0 and 45 min,late btw 2 and 3 days
9019,551485,388895,mobile,ended,196.0,551404.0,120.0,time delta > 45 min,late btw 3 and 4 hours
9021,551631,293523,mobile,ended,28.0,547485.0,0.0,time delta btw 0 and 45 min,late <= 45 min
9042,553385,358772,connect,ended,-71.0,543328.0,120.0,time delta > 45 min,early more than 45 min
9047,553825,335276,connect,ended,-18.0,552800.0,150.0,time delta > 45 min,early less than 45 min
9063,554330,392882,mobile,ended,142.0,543626.0,570.0,time delta > 45 min,late btw 2 and 3 hours
9068,554470,392718,mobile,ended,-15.0,547640.0,60.0,time delta > 45 min,early less than 45 min
9072,554673,383344,connect,ended,-9.0,553891.0,180.0,time delta > 45 min,early less than 45 min
9078,554926,412226,mobile,ended,-11.0,560213.0,420.0,time delta > 45 min,early less than 45 min
9085,555280,357875,mobile,ended,1357.0,547287.0,360.0,time delta > 45 min,late btw 6h and 1 day
9106,545797,371387,mobile,ended,1606.0,546641.0,60.0,time delta > 45 min,late btw 1 and 2 days
9118,546516,248889,connect,ended,-282.0,548781.0,0.0,time delta btw 0 and 45 min,early more than 45 min
9140,548293,405481,mobile,ended,80.0,532574.0,240.0,time delta > 45 min,late btw 45 min and 2 hour
9141,548465,369230,mobile,ended,-197.0,534486.0,690.0,time delta > 45 min,early more than 45 min
9149,548906,312157,mobile,ended,-2.0,555893.0,690.0,time delta > 45 min,early less than 45 min
9239,541602,383110,connect,ended,-36.0,539987.0,720.0,time delta > 45 min,early less than 45 min
9247,541861,406413,mobile,ended,-46.0,540030.0,120.0,time delta > 45 min,early more than 45 min
9260,542701,409005,mobile,ended,-12.0,541529.0,60.0,time delta > 45 min,early less than 45 min
9274,543335,398876,mobile,ended,153.0,557295.0,540.0,time delta > 45 min,late btw 2 and 3 hours
9280,544799,394928,connect,ended,-59.0,531562.0,210.0,time delta > 45 min,early more than 45 min
9282,544864,357860,connect,ended,-52.0,540016.0,450.0,time delta > 45 min,early more than 45 min
9291,545560,258737,mobile,ended,59.0,542993.0,0.0,time delta btw 0 and 45 min,late btw 45 min and 2 hour
9295,545760,383804,connect,ended,-25.0,552820.0,180.0,time delta > 45 min,early less than 45 min
9298,545948,383344,connect,ended,83.0,519135.0,90.0,time delta > 45 min,late btw 45 min and 2 hour
9322,551368,359045,connect,ended,31.0,551957.0,30.0,time delta btw 0 and 45 min,late <= 45 min
9323,551369,304392,connect,ended,-174.0,551492.0,630.0,time delta > 45 min,early more than 45 min
9330,551784,409345,mobile,ended,-17.0,557381.0,60.0,time delta > 45 min,early less than 45 min
9335,552111,313955,mobile,ended,-94.0,544602.0,300.0,time delta > 45 min,early more than 45 min
9337,552169,412539,mobile,ended,-262.0,551183.0,270.0,time delta > 45 min,early more than 45 min
9365,540408,373893,connect,ended,14.0,537659.0,450.0,time delta > 45 min,late <= 45 min
9372,540782,401387,mobile,ended,-60.0,521343.0,540.0,time delta > 45 min,early more than 45 min
9387,541816,347464,connect,ended,-55.0,509094.0,720.0,time delta > 45 min,early more than 45 min
9553,556619,214635,connect,ended,2.0,540747.0,240.0,time delta > 45 min,late <= 45 min
9602,556705,351660,connect,ended,69.0,558817.0,720.0,time delta > 45 min,late btw 45 min and 2 hour
9617,557536,407411,mobile,ended,8.0,555201.0,30.0,time delta btw 0 and 45 min,late <= 45 min
9618,557540,375047,connect,ended,-69.0,552358.0,630.0,time delta > 45 min,early more than 45 min
9631,557461,194343,connect,ended,-29.0,505628.0,90.0,time delta > 45 min,early less than 45 min
9653,551617,349894,connect,ended,-29.0,549019.0,270.0,time delta > 45 min,early less than 45 min
9683,536952,241021,connect,ended,-39.0,542244.0,720.0,time delta > 45 min,early less than 45 min
9752,536887,350149,mobile,ended,-47.0,542853.0,30.0,time delta btw 0 and 45 min,early more than 45 min
9754,537126,359049,connect,ended,-156.0,539408.0,720.0,time delta > 45 min,early more than 45 min
9801,539640,368432,mobile,ended,-12.0,535981.0,0.0,time delta btw 0 and 45 min,early less than 45 min
9809,540078,351660,connect,ended,20.0,541498.0,240.0,time delta > 45 min,late <= 45 min
9825,541565,228359,connect,ended,-10.0,535991.0,60.0,time delta > 45 min,early less than 45 min
9832,541898,358978,connect,ended,-45.0,542766.0,540.0,time delta > 45 min,early more than 45 min
9840,542274,368404,mobile,ended,16.0,523506.0,720.0,time delta > 45 min,late <= 45 min
9853,542826,290600,connect,ended,-14.0,542197.0,0.0,time delta btw 0 and 45 min,early less than 45 min
9894,549176,390481,mobile,ended,10.0,537874.0,330.0,time delta > 45 min,late <= 45 min
9903,549636,336426,mobile,ended,1645.0,549493.0,0.0,time delta btw 0 and 45 min,late btw 1 and 2 days
9907,549845,224728,mobile,ended,28.0,551198.0,30.0,time delta btw 0 and 45 min,late <= 45 min
9910,550306,353425,connect,ended,-58.0,555658.0,720.0,time delta > 45 min,early more than 45 min
9927,551255,383997,mobile,ended,34.0,525663.0,720.0,time delta > 45 min,late <= 45 min
9940,551933,391325,mobile,ended,-121.0,543706.0,60.0,time delta > 45 min,early more than 45 min
9948,552649,384479,mobile,ended,47.0,546050.0,180.0,time delta > 45 min,late btw 45 min and 2 hour
9954,553030,374626,mobile,ended,-82.0,548963.0,630.0,time delta > 45 min,early more than 45 min
9960,553531,376901,connect,ended,-74.0,565868.0,30.0,time delta btw 0 and 45 min,early more than 45 min
10002,543138,391379,connect,ended,318.0,538099.0,60.0,time delta > 45 min,late btw 4 and 6 hours
10008,551825,376901,mobile,ended,-31.0,543606.0,60.0,time delta > 45 min,early less than 45 min
10040,554279,301181,mobile,ended,572.0,553087.0,60.0,time delta > 45 min,late btw 6h and 1 day
10043,554448,300505,connect,ended,38.0,555637.0,30.0,time delta btw 0 and 45 min,late <= 45 min
10045,554534,407389,mobile,ended,42.0,553108.0,600.0,time delta > 45 min,late <= 45 min
10076,543560,394875,mobile,ended,2322.0,540428.0,0.0,time delta btw 0 and 45 min,late btw 1 and 2 days
10077,543480,192575,connect,ended,120.0,532216.0,180.0,time delta > 45 min,late btw 45 min and 2 hour
10085,552987,400689,mobile,ended,7.0,559416.0,0.0,time delta btw 0 and 45 min,late <= 45 min
10094,553940,390068,connect,ended,-3.0,556203.0,180.0,time delta > 45 min,early less than 45 min
10097,554066,410571,mobile,ended,-320.0,548898.0,120.0,time delta > 45 min,early more than 45 min
10098,554078,382821,connect,ended,-15.0,552892.0,420.0,time delta > 45 min,early less than 45 min
10134,557062,374298,connect,ended,58.0,556079.0,240.0,time delta > 45 min,late btw 45 min and 2 hour
10146,557956,296227,mobile,ended,220.0,553198.0,30.0,time delta btw 0 and 45 min,late btw 3 and 4 hours
10163,544607,402562,connect,ended,58.0,548088.0,0.0,time delta btw 0 and 45 min,late btw 45 min and 2 hour
10164,544614,379889,mobile,ended,131.0,526468.0,150.0,time delta > 45 min,late btw 2 and 3 hours
10168,544946,393126,mobile,ended,584.0,540436.0,90.0,time delta > 45 min,late btw 6h and 1 day
10171,545012,200366,mobile,ended,228.0,534183.0,240.0,time delta > 45 min,late btw 3 and 4 hours
10177,545483,406927,mobile,ended,4.0,538253.0,120.0,time delta > 45 min,late <= 45 min
10189,515799,392368,connect,ended,-151.0,538120.0,510.0,time delta > 45 min,early more than 45 min
10201,522771,358772,connect,ended,-43.0,557012.0,60.0,time delta > 45 min,early less than 45 min
10202,523194,216576,connect,ended,-163.0,548778.0,120.0,time delta > 45 min,early more than 45 min
10241,535771,336754,mobile,ended,140.0,538215.0,0.0,time delta btw 0 and 45 min,late btw 2 and 3 hours
10286,538722,176670,connect,ended,-121.0,538870.0,30.0,time delta btw 0 and 45 min,early more than 45 min
10294,539109,313432,mobile,ended,58.0,532031.0,60.0,time delta > 45 min,late btw 45 min and 2 hour
10300,535887,351393,connect,ended,90.0,541454.0,720.0,time delta > 45 min,late btw 45 min and 2 hour
10338,538748,243721,mobile,ended,11.0,534917.0,120.0,time delta > 45 min,late <= 45 min
10340,538773,241021,connect,ended,55.0,540159.0,0.0,time delta btw 0 and 45 min,late btw 45 min and 2 hour
10350,539506,390656,connect,ended,11.0,513950.0,0.0,time delta btw 0 and 45 min,late <= 45 min
10366,540132,397838,mobile,ended,-15.0,526192.0,720.0,time delta > 45 min,early less than 45 min
10368,540293,348462,mobile,ended,13.0,511557.0,360.0,time delta > 45 min,late <= 45 min
10398,542755,334190,connect,ended,60.0,534169.0,0.0,time delta btw 0 and 45 min,late btw 45 min and 2 hour
10404,542977,364530,mobile,ended,-41.0,540811.0,0.0,time delta btw 0 and 45 min,early less than 45 min
10405,543054,388895,mobile,ended,137.0,545117.0,600.0,time delta > 45 min,late btw 2 and 3 hours
10431,559859,310049,mobile,ended,7.0,554407.0,120.0,time delta > 45 min,late <= 45 min
10454,561761,364907,connect,ended,-78.0,560285.0,720.0,time delta > 45 min,early more than 45 min
10473,559709,379889,mobile,ended,-2.0,554879.0,90.0,time delta > 45 min,early less than 45 min
10477,560278,362187,connect,ended,-151.0,559898.0,690.0,time delta > 45 min,early more than 45 min
10478,560319,390467,connect,ended,-61.0,554129.0,720.0,time delta > 45 min,early more than 45 min
10483,560568,390702,connect,ended,-106.0,549612.0,720.0,time delta > 45 min,early more than 45 min
10527,555434,385378,mobile,ended,1634.0,553002.0,210.0,time delta > 45 min,late btw 1 and 2 days
10535,555762,181625,connect,ended,39.0,564963.0,540.0,time delta > 45 min,late <= 45 min
10556,557838,383804,connect,ended,117.0,545760.0,60.0,time delta > 45 min,late btw 45 min and 2 hour
10600,559759,410052,mobile,ended,-56.0,556710.0,600.0,time delta > 45 min,early more than 45 min
10603,560031,297105,connect,ended,434.0,558934.0,720.0,time delta > 45 min,late btw 6h and 1 day
10612,560896,391379,connect,ended,-37.0,559579.0,150.0,time delta > 45 min,early less than 45 min
10620,561664,403240,connect,ended,-232.0,561032.0,630.0,time delta > 45 min,early more than 45 min
10633,543910,314456,connect,ended,56.0,542971.0,0.0,time delta btw 0 and 45 min,late btw 45 min and 2 hour
10637,550027,384983,mobile,ended,21.0,538603.0,420.0,time delta > 45 min,late <= 45 min
10641,550185,386259,connect,ended,15.0,547975.0,180.0,time delta > 45 min,late <= 45 min
10645,550407,341861,connect,ended,-37.0,551209.0,120.0,time delta > 45 min,early less than 45 min
10646,550411,323762,mobile,ended,17.0,549767.0,600.0,time delta > 45 min,late <= 45 min
10671,552189,321170,mobile,ended,12.0,537078.0,300.0,time delta > 45 min,late <= 45 min
10686,553402,386413,connect,ended,-37.0,551633.0,600.0,time delta > 45 min,early less than 45 min
10709,544361,400171,mobile,ended,16.0,534370.0,0.0,time delta btw 0 and 45 min,late <= 45 min
10716,544753,380478,mobile,ended,810.0,526537.0,0.0,time delta btw 0 and 45 min,late btw 6h and 1 day
10720,544923,380038,mobile,ended,28.0,536646.0,600.0,time delta > 45 min,late <= 45 min
10737,543713,355444,connect,ended,-36.0,541691.0,120.0,time delta > 45 min,early less than 45 min
10749,544803,299063,connect,ended,-24.0,563652.0,30.0,time delta btw 0 and 45 min,early less than 45 min
10766,545828,372027,mobile,ended,-60.0,540875.0,0.0,time delta btw 0 and 45 min,early more than 45 min
10810,558387,399575,connect,ended,81.0,552753.0,0.0,time delta btw 0 and 45 min,late btw 45 min and 2 hour
10828,559282,314456,connect,ended,-106.0,566613.0,60.0,time delta > 45 min,early more than 45 min
10831,559396,368604,connect,ended,-29.0,546242.0,90.0,time delta > 45 min,early less than 45 min
10832,559476,404041,connect,ended,-71.0,546640.0,720.0,time delta > 45 min,early more than 45 min
10838,559800,362498,mobile,ended,75.0,551850.0,150.0,time delta > 45 min,late btw 45 min and 2 hour
10842,560169,367919,connect,ended,15.0,554745.0,0.0,time delta btw 0 and 45 min,late <= 45 min
10855,540035,358772,connect,ended,51.0,537504.0,540.0,time delta > 45 min,late btw 45 min and 2 hour
10865,543665,397413,mobile,ended,7.0,541444.0,30.0,time delta btw 0 and 45 min,late <= 45 min
10867,543931,190291,connect,ended,-173.0,535349.0,510.0,time delta > 45 min,early more than 45 min
10878,544576,377119,connect,ended,-2.0,542935.0,360.0,time delta > 45 min,early less than 45 min
10883,544972,407389,mobile,ended,41.0,529569.0,270.0,time delta > 45 min,late <= 45 min
10884,545005,362339,connect,ended,13.0,538954.0,570.0,time delta > 45 min,late <= 45 min
10886,545105,320780,mobile,ended,167.0,540181.0,690.0,time delta > 45 min,late btw 2 and 3 hours
10888,545211,310661,mobile,ended,10.0,536387.0,450.0,time delta > 45 min,late <= 45 min
10900,545582,382060,mobile,ended,6606.0,544670.0,660.0,time delta > 45 min,late btw 4 and 5 days
10935,537302,380813,mobile,ended,-34.0,543359.0,660.0,time delta > 45 min,early less than 45 min
10938,537401,408927,mobile,ended,4.0,546980.0,60.0,time delta > 45 min,late <= 45 min
10966,563312,347873,connect,ended,-44.0,555622.0,570.0,time delta > 45 min,early less than 45 min
10972,563830,361262,mobile,ended,-274.0,564208.0,270.0,time delta > 45 min,early more than 45 min
10990,565162,342699,connect,ended,52.0,564294.0,270.0,time delta > 45 min,late btw 45 min and 2 hour
11002,566054,390729,mobile,ended,17.0,556355.0,90.0,time delta > 45 min,late <= 45 min
11008,566342,383443,connect,ended,-598.0,564616.0,480.0,time delta > 45 min,early more than 45 min
11011,566561,342699,connect,ended,-13.0,564845.0,0.0,time delta btw 0 and 45 min,early less than 45 min
11012,566606,415533,mobile,ended,-1.0,566705.0,660.0,time delta > 45 min,early less than 45 min
11067,562514,272430,connect,ended,-25.0,562848.0,0.0,time delta btw 0 and 45 min,early less than 45 min
11078,563251,383720,connect,ended,-33.0,554559.0,720.0,time delta > 45 min,early less than 45 min
11145,568014,413333,mobile,ended,94.0,561744.0,720.0,time delta > 45 min,late btw 45 min and 2 hour
11160,519066,331903,mobile,ended,51.0,509729.0,210.0,time delta > 45 min,late btw 45 min and 2 hour
11163,520498,195467,mobile,ended,-2676.0,543363.0,660.0,time delta > 45 min,early more than 45 min
11177,545732,374684,mobile,ended,-226.0,542561.0,720.0,time delta > 45 min,early more than 45 min
11183,546201,307439,mobile,ended,625.0,545098.0,720.0,time delta > 45 min,late btw 6h and 1 day
11193,546870,377700,mobile,ended,36.0,552710.0,90.0,time delta > 45 min,late <= 45 min
11200,547783,194343,connect,ended,-61.0,545064.0,30.0,time delta btw 0 and 45 min,early more than 45 min
11203,547797,397838,mobile,ended,14.0,542249.0,90.0,time delta > 45 min,late <= 45 min
11210,548232,349678,connect,ended,-100.0,547238.0,180.0,time delta > 45 min,early more than 45 min
11236,549714,346208,connect,ended,-126.0,553005.0,240.0,time delta > 45 min,early more than 45 min
11246,550616,368432,mobile,ended,-65.0,527378.0,0.0,time delta btw 0 and 45 min,early more than 45 min
11259,551327,376626,mobile,ended,-207.0,538892.0,660.0,time delta > 45 min,early more than 45 min
11265,551540,408910,mobile,ended,79.0,536101.0,720.0,time delta > 45 min,late btw 45 min and 2 hour
11275,555451,390702,connect,ended,175.0,560568.0,120.0,time delta > 45 min,late btw 2 and 3 hours
11278,555637,300505,connect,ended,-1.0,545888.0,60.0,time delta > 45 min,early less than 45 min
11325,549269,375307,mobile,ended,39.0,535903.0,720.0,time delta > 45 min,late <= 45 min
11352,550575,402078,mobile,ended,-139.0,543717.0,0.0,time delta btw 0 and 45 min,early more than 45 min
11365,551081,341630,mobile,ended,731.0,549811.0,690.0,time delta > 45 min,late btw 6h and 1 day
11395,560431,284713,connect,ended,-45.0,567229.0,600.0,time delta > 45 min,early more than 45 min
11405,560796,407419,connect,ended,26.0,545608.0,0.0,time delta btw 0 and 45 min,late <= 45 min
11412,548172,361156,mobile,ended,-29.0,522848.0,300.0,time delta > 45 min,early less than 45 min
11428,549107,350873,connect,ended,-4.0,547903.0,0.0,time delta btw 0 and 45 min,early less than 45 min
11490,562317,345080,connect,ended,-9.0,563786.0,210.0,time delta > 45 min,early less than 45 min
11518,560466,404731,mobile,ended,1250.0,556577.0,0.0,time delta btw 0 and 45 min,late btw 6h and 1 day
11524,560754,412378,mobile,ended,146.0,560199.0,240.0,time delta > 45 min,late btw 2 and 3 hours
11532,561590,270867,connect,ended,22.0,554496.0,510.0,time delta > 45 min,late <= 45 min
11541,562498,351258,mobile,ended,-20.0,544878.0,630.0,time delta > 45 min,early less than 45 min
11551,562833,360551,connect,ended,-10.0,560777.0,330.0,time delta > 45 min,early less than 45 min
11559,552224,393799,mobile,ended,290.0,531793.0,120.0,time delta > 45 min,late btw 4 and 6 hours
11569,553066,300505,connect,ended,77.0,552707.0,90.0,time delta > 45 min,late btw 45 min and 2 hour
11570,553100,412093,mobile,ended,67.0,557175.0,120.0,time delta > 45 min,late btw 45 min and 2 hour
11576,553407,407389,mobile,ended,341.0,549457.0,660.0,time delta > 45 min,late btw 4 and 6 hours
11589,554605,265239,connect,ended,-431.0,551587.0,90.0,time delta > 45 min,early more than 45 min
11622,540063,408117,mobile,ended,9787.0,540574.0,90.0,time delta > 45 min,late btw 6 and 7 days
11624,540124,380859,mobile,ended,26.0,539717.0,150.0,time delta > 45 min,late <= 45 min
11646,541160,380833,mobile,ended,-22.0,556918.0,60.0,time delta > 45 min,early less than 45 min
11661,553964,381012,mobile,ended,-707.0,547734.0,720.0,time delta > 45 min,early more than 45 min
11672,554608,305525,connect,ended,-13.0,552965.0,270.0,time delta > 45 min,early less than 45 min
11688,555646,407465,connect,ended,-6.0,553623.0,30.0,time delta btw 0 and 45 min,early less than 45 min
11701,556448,285452,connect,ended,14.0,556131.0,30.0,time delta btw 0 and 45 min,late <= 45 min
11770,568627,405142,connect,ended,-45.0,560761.0,660.0,time delta > 45 min,early more than 45 min
11776,569383,407636,connect,ended,55.0,560335.0,60.0,time delta > 45 min,late btw 45 min and 2 hour
11779,569932,321322,mobile,ended,64.0,570206.0,0.0,time delta btw 0 and 45 min,late btw 45 min and 2 hour
11824,523462,186958,mobile,ended,-61.0,554177.0,690.0,time delta > 45 min,early more than 45 min
11850,567038,407465,connect,ended,-3.0,566140.0,180.0,time delta > 45 min,early less than 45 min
11855,567347,328263,mobile,ended,-59.0,565243.0,150.0,time delta > 45 min,early more than 45 min
11859,567859,310918,connect,ended,-14.0,562013.0,600.0,time delta > 45 min,early less than 45 min
11862,568031,394043,mobile,ended,665.0,565470.0,120.0,time delta > 45 min,late btw 6h and 1 day
11863,568084,214635,connect,ended,-22.0,549978.0,540.0,time delta > 45 min,early less than 45 min
11868,568317,314220,mobile,ended,-106.0,561970.0,720.0,time delta > 45 min,early more than 45 min
11878,569062,364882,connect,ended,42.0,566930.0,0.0,time delta btw 0 and 45 min,late <= 45 min
11881,569501,295830,connect,ended,-9.0,557587.0,120.0,time delta > 45 min,early less than 45 min
11893,571752,402235,mobile,ended,34.0,557648.0,0.0,time delta btw 0 and 45 min,late <= 45 min
11911,575013,293910,mobile,ended,-15.0,563147.0,630.0,time delta > 45 min,early less than 45 min
11916,568757,379316,mobile,ended,-5.0,567008.0,480.0,time delta > 45 min,early less than 45 min
11926,571135,403962,connect,ended,56.0,563253.0,480.0,time delta > 45 min,late btw 45 min and 2 hour
11937,555952,363386,mobile,ended,-8.0,555902.0,300.0,time delta > 45 min,early less than 45 min
11942,556238,399603,mobile,ended,-29.0,560315.0,300.0,time delta > 45 min,early less than 45 min
11944,556334,350149,mobile,ended,228.0,545622.0,330.0,time delta > 45 min,late btw 3 and 4 hours
11982,558627,305525,connect,ended,8.0,559997.0,0.0,time delta btw 0 and 45 min,late <= 45 min
11989,559139,383110,connect,ended,219.0,558448.0,570.0,time delta > 45 min,late btw 3 and 4 hours
11999,559798,376840,connect,ended,-48.0,558702.0,60.0,time delta > 45 min,early more than 45 min
12015,560901,256882,mobile,ended,4.0,560362.0,480.0,time delta > 45 min,late <= 45 min
12044,562874,349171,connect,ended,13.0,561815.0,600.0,time delta > 45 min,late <= 45 min
12046,541776,264348,mobile,ended,37.0,539983.0,630.0,time delta > 45 min,late <= 45 min
12059,542651,336314,mobile,ended,78.0,535888.0,60.0,time delta > 45 min,late btw 45 min and 2 hour
12067,543005,396483,connect,ended,-152.0,542616.0,0.0,time delta btw 0 and 45 min,early more than 45 min
12072,543281,363387,mobile,ended,-86.0,540115.0,0.0,time delta btw 0 and 45 min,early more than 45 min
12076,543497,341119,connect,ended,2.0,543297.0,30.0,time delta btw 0 and 45 min,late <= 45 min
12083,543911,349678,connect,ended,132.0,532779.0,0.0,time delta btw 0 and 45 min,late btw 2 and 3 hours
12084,543920,403265,mobile,ended,-108.0,534967.0,60.0,time delta > 45 min,early more than 45 min
12087,544075,353270,mobile,ended,-2.0,533945.0,150.0,time delta > 45 min,early less than 45 min
12088,544080,289901,connect,ended,-170.0,548270.0,600.0,time delta > 45 min,early more than 45 min
12094,544346,377509,mobile,ended,3.0,544659.0,0.0,time delta btw 0 and 45 min,late <= 45 min
12095,544367,381684,mobile,ended,41.0,543618.0,210.0,time delta > 45 min,late <= 45 min
12099,544603,401871,connect,ended,246.0,558206.0,0.0,time delta btw 0 and 45 min,late btw 4 and 6 hours
12139,549738,337582,mobile,ended,6.0,521066.0,720.0,time delta > 45 min,late <= 45 min
12145,549935,408639,mobile,ended,42.0,545149.0,240.0,time delta > 45 min,late <= 45 min
12148,550172,399973,mobile,ended,30.0,545415.0,60.0,time delta > 45 min,late <= 45 min
12174,528135,363936,mobile,ended,-71.0,524255.0,240.0,time delta > 45 min,early more than 45 min
12199,534419,362595,mobile,ended,28.0,538769.0,120.0,time delta > 45 min,late <= 45 min
12203,534678,383344,connect,ended,164.0,563620.0,240.0,time delta > 45 min,late btw 2 and 3 hours
12209,510250,317024,connect,ended,-98.0,555935.0,270.0,time delta > 45 min,early more than 45 min
12220,519298,352528,connect,ended,295.0,540649.0,480.0,time delta > 45 min,late btw 4 and 6 hours
12226,520824,396532,mobile,ended,-365.0,536007.0,90.0,time delta > 45 min,early more than 45 min
12239,526953,340333,connect,ended,-111.0,537953.0,300.0,time delta > 45 min,early more than 45 min
12265,532405,380833,mobile,ended,-5.0,538592.0,30.0,time delta btw 0 and 45 min,early less than 45 min
12280,563460,410218,mobile,ended,-30.0,562205.0,300.0,time delta > 45 min,early less than 45 min
12284,563901,376491,connect,ended,-170.0,559165.0,240.0,time delta > 45 min,early more than 45 min
12332,553900,398802,mobile,ended,8.0,540217.0,0.0,time delta btw 0 and 45 min,late <= 45 min
12334,554042,260745,mobile,ended,72.0,563190.0,30.0,time delta btw 0 and 45 min,late btw 45 min and 2 hour
12341,554396,402078,mobile,ended,388.0,547517.0,630.0,time delta > 45 min,late btw 6h and 1 day
12360,555810,303930,mobile,ended,61.0,549332.0,630.0,time delta > 45 min,late btw 45 min and 2 hour
12361,555861,361518,mobile,ended,-100.0,563287.0,30.0,time delta btw 0 and 45 min,early more than 45 min
