rental_id,car_id,checkin_type,state,delay_at_checkout_in_minutes,previous_ended_rental_id,time_delta_with_previous_rental_in_minutes,time_delta_previous_rental_groups,late_groups
7638,570143,174243,mobile,ended,80.0,565219.0,120.0,time delta btw 0 and 2 hours,late btw 1 and 2 hours
7639,570260,385721,connect,ended,101.0,,,time delta > 2 hours,late btw 1 and 2 hours
7640,570308,350680,mobile,ended,395.0,,,time delta > 2 hours,late btw 6h and 1 day
7641,570585,406625,connect,ended,9.0,,,time delta > 2 hours,late <= 1 hour
7642,570727,383392,mobile,ended,103.0,,,time delta > 2 hours,late btw 1 and 2 hours
7643,570809,391125,mobile,ended,1398.0,,,time delta > 2 hours,late btw 6h and 1 day
7644,571554,386786,mobile,ended,264.0,,,time delta > 2 hours,late btw 4 and 6 hours
7645,571746,331673,mobile,ended,35.0,570526.0,210.0,time delta > 2 hours,late <= 1 hour
7646,572070,381684,mobile,ended,19.0,,,time delta > 2 hours,late <= 1 hour
7647,572953,392055,mobile,ended,5.0,562635.0,300.0,time delta > 2 hours,late <= 1 hour
7648,575086,331480,mobile,ended,801.0,,,time delta > 2 hours,late btw 6h and 1 day
7649,547401,342046,mobile,ended,4267.0,,,time delta > 2 hours,late btw 2 and 3 days
7650,547509,350904,mobile,ended,44.0,536164.0,480.0,time delta > 2 hours,late <= 1 hour
7651,547637,296633,mobile,ended,38.0,,,time delta > 2 hours,late <= 1 hour
7652,547734,381012,mobile,ended,83.0,,,time delta > 2 hours,late btw 1 and 2 hours
7653,547895,377732,mobile,ended,13.0,,,time delta > 2 hours,late <= 1 hour
7654,547975,386259,connect,ended,27.0,,,time delta > 2 hours,late <= 1 hour
7655,548072,329422,mobile,ended,103.0,,,time delta > 2 hours,late btw 1 and 2 hours
7656,548202,371572,connect,ended,29.0,,,time delta > 2 hours,late <= 1 hour
7657,548494,340304,mobile,ended,26.0,,,time delta > 2 hours,late <= 1 hour
7658,548560,333731,mobile,ended,24.0,,,time delta > 2 hours,late <= 1 hour
7659,548801,337904,mobile,ended,127.0,,,time delta > 2 hours,late btw 2 and 3 hours
7660,548808,330054,mobile,ended,23.0,,,time delta > 2 hours,late <= 1 hour
7661,549027,244266,mobile,ended,157.0,,,time delta > 2 hours,late btw 2 and 3 hours
7662,549080,328708,mobile,ended,1719.0,,,time delta > 2 hours,late btw 1 and 2 days
7663,549327,404377,mobile,ended,82.0,,,time delta > 2 hours,late btw 1 and 2 hours
7664,549431,314200,mobile,ended,6.0,,,time delta > 2 hours,late <= 1 hour
7665,549612,390702,connect,ended,2.0,,,time delta > 2 hours,late <= 1 hour
7666,550070,273133,mobile,ended,163.0,,,time delta > 2 hours,late btw 2 and 3 hours
7667,550084,340442,mobile,ended,6.0,,,time delta > 2 hours,late <= 1 hour
7668,550554,372856,connect,ended,133.0,,,time delta > 2 hours,late btw 2 and 3 hours
7669,550645,359049,connect,ended,249.0,,,time delta > 2 hours,late btw 4 and 6 hours
7670,550725,403206,mobile,ended,64.0,,,time delta > 2 hours,late btw 1 and 2 hours
7671,550936,383485,mobile,ended,12.0,,,time delta > 2 hours,late <= 1 hour
7672,551033,386934,mobile,ended,21.0,,,time delta > 2 hours,late <= 1 hour
7673,551048,377430,mobile,ended,38.0,,,time delta > 2 hours,late <= 1 hour
7674,551302,404658,mobile,ended,1395.0,,,time delta > 2 hours,late btw 6h and 1 day
7675,551356,309886,mobile,ended,120.0,,,time delta > 2 hours,late btw 1 and 2 hours
7676,551747,395590,mobile,ended,771.0,,,time delta > 2 hours,late btw 6h and 1 day
7677,551966,396121,mobile,ended,22.0,,,time delta > 2 hours,late <= 1 hour
7678,552503,373484,mobile,ended,49.0,,,time delta > 2 hours,late <= 1 hour
7679,552603,392087,mobile,ended,28.0,,,time delta > 2 hours,late <= 1 hour
7680,550821,301632,mobile,ended,98.0,,,time delta > 2 hours,late btw 1 and 2 hours
7681,550834,166872,mobile,ended,13.0,,,time delta > 2 hours,late <= 1 hour
7682,550895,242375,mobile,ended,8.0,,,time delta > 2 hours,late <= 1 hour
7683,551053,377172,mobile,ended,19.0,,,time delta > 2 hours,late <= 1 hour
7684,551126,312663,mobile,ended,58.0,,,time delta > 2 hours,late <= 1 hour
7685,551278,278821,mobile,ended,17.0,,,time delta > 2 hours,late <= 1 hour
7686,551318,376239,mobile,ended,1.0,,,time delta > 2 hours,late <= 1 hour
7687,551373,385628,connect,ended,12.0,,,time delta > 2 hours,late <= 1 hour
7688,551778,394305,mobile,ended,13.0,549859.0,150.0,time delta > 2 hours,late <= 1 hour
7689,551936,404192,mobile,ended,925.0,,,time delta > 2 hours,late btw 6h and 1 day
7690,551948,281518,mobile,ended,20.0,,,time delta > 2 hours,late <= 1 hour
7691,552082,391466,mobile,ended,31.0,,,time delta > 2 hours,late <= 1 hour
7692,552281,291723,mobile,ended,382.0,,,time delta > 2 hours,late btw 6h and 1 day
7693,552495,366666,mobile,ended,60.0,,,time delta > 2 hours,late <= 1 hour
7694,552605,403672,mobile,ended,355.0,,,time delta > 2 hours,late btw 4 and 6 hours
7695,552657,346755,connect,ended,96.0,,,time delta > 2 hours,late btw 1 and 2 hours
7696,552785,336498,mobile,ended,85.0,,,time delta > 2 hours,late btw 1 and 2 hours
7697,553405,349678,connect,ended,9.0,,,time delta > 2 hours,late <= 1 hour
7698,553514,379829,mobile,ended,417.0,,,time delta > 2 hours,late btw 6h and 1 day
7699,554031,409718,mobile,ended,5.0,,,time delta > 2 hours,late <= 1 hour
7700,554175,317770,connect,ended,18.0,,,time delta > 2 hours,late <= 1 hour
7701,554234,396712,mobile,ended,26.0,,,time delta > 2 hours,late <= 1 hour
7702,554353,408265,mobile,ended,72.0,,,time delta > 2 hours,late btw 1 and 2 hours
7703,554540,200799,mobile,ended,60.0,,,time delta > 2 hours,late <= 1 hour
7704,554612,372115,mobile,ended,2.0,,,time delta > 2 hours,late <= 1 hour
7705,554633,400684,mobile,ended,17.0,,,time delta > 2 hours,late <= 1 hour
7706,554766,392431,mobile,ended,4.0,,,time delta > 2 hours,late <= 1 hour
7707,554783,364052,mobile,ended,150.0,,,time delta > 2 hours,late btw 2 and 3 hours
7708,554857,381708,connect,ended,52.0,,,time delta > 2 hours,late <= 1 hour
7709,554858,346181,mobile,ended,3.0,,,time delta > 2 hours,late <= 1 hour
7710,555012,398697,mobile,ended,218.0,527035.0,210.0,time delta > 2 hours,late btw 3 and 4 hours
7711,555232,394003,mobile,ended,11.0,,,time delta > 2 hours,late <= 1 hour
7712,555303,411812,mobile,ended,8.0,,,time delta > 2 hours,late <= 1 hour
7713,555370,194117,mobile,ended,268.0,,,time delta > 2 hours,late btw 4 and 6 hours
7714,556382,382236,mobile,ended,61.0,,,time delta > 2 hours,late btw 1 and 2 hours
7715,556407,190059,mobile,ended,2.0,,,time delta > 2 hours,late <= 1 hour
7716,553682,401475,connect,ended,37.0,552583.0,420.0,time delta > 2 hours,late <= 1 hour
7717,553690,384223,mobile,ended,6.0,,,time delta > 2 hours,late <= 1 hour
7718,553805,409877,mobile,ended,35.0,,,time delta > 2 hours,late <= 1 hour
7719,553897,292640,mobile,ended,72.0,,,time delta > 2 hours,late btw 1 and 2 hours
7720,553929,310258,mobile,ended,31.0,,,time delta > 2 hours,late <= 1 hour
7721,554077,181625,connect,ended,6.0,,,time delta > 2 hours,late <= 1 hour
7722,554118,366164,connect,ended,113.0,550687.0,180.0,time delta > 2 hours,late btw 1 and 2 hours
7723,554410,335958,mobile,ended,20.0,,,time delta > 2 hours,late <= 1 hour
7724,554563,377127,mobile,ended,36.0,,,time delta > 2 hours,late <= 1 hour
7725,554703,413409,mobile,ended,2.0,,,time delta > 2 hours,late <= 1 hour
7726,554823,292640,mobile,ended,69.0,,,time delta > 2 hours,late btw 1 and 2 hours
7727,554867,401343,mobile,ended,23.0,,,time delta > 2 hours,late <= 1 hour
7728,554881,363684,mobile,ended,197.0,,,time delta > 2 hours,late btw 3 and 4 hours
7729,555170,412518,mobile,ended,3.0,,,time delta > 2 hours,late <= 1 hour
7730,555206,338571,mobile,ended,42.0,,,time delta > 2 hours,late <= 1 hour
7731,555392,162985,mobile,ended,9.0,,,time delta > 2 hours,late <= 1 hour
7732,555423,275369,mobile,ended,64.0,,,time delta > 2 hours,late btw 1 and 2 hours
7733,555553,412566,mobile,ended,20.0,,,time delta > 2 hours,late <= 1 hour
7734,555793,411686,mobile,ended,6.0,,,time delta > 2 hours,late <= 1 hour
7735,555811,368506,mobile,ended,62.0,,,time delta > 2 hours,late btw 1 and 2 hours
7736,555925,381104,mobile,ended,43.0,,,time delta > 2 hours,late <= 1 hour
7737,556427,170536,mobile,ended,94.0,,,time delta > 2 hours,late btw 1 and 2 hours
7738,556524,285452,connect,ended,56.0,,,time delta > 2 hours,late <= 1 hour
7739,556627,371010,mobile,ended,18.0,,,time delta > 2 hours,late <= 1 hour
7740,556635,272724,mobile,ended,19.0,,,time delta > 2 hours,late <= 1 hour
7741,556741,412522,mobile,ended,23.0,,,time delta > 2 hours,late <= 1 hour
7742,556899,392490,mobile,ended,287.0,,,time delta > 2 hours,late btw 4 and 6 hours
7743,557157,411754,connect,ended,20.0,,,time delta > 2 hours,late <= 1 hour
7744,557641,310060,mobile,ended,169.0,,,time delta > 2 hours,late btw 2 and 3 hours
7745,557712,258837,mobile,ended,161.0,,,time delta > 2 hours,late btw 2 and 3 hours
7746,557872,403872,mobile,ended,106.0,,,time delta > 2 hours,late btw 1 and 2 hours
7747,553252,394656,connect,ended,6.0,546275.0,540.0,time delta > 2 hours,late <= 1 hour
7748,553408,351153,mobile,ended,26.0,,,time delta > 2 hours,late <= 1 hour
7749,553546,382961,mobile,ended,245.0,,,time delta > 2 hours,late btw 4 and 6 hours
7750,553765,311707,connect,ended,315.0,,,time delta > 2 hours,late btw 4 and 6 hours
7751,554104,397333,mobile,ended,125.0,,,time delta > 2 hours,late btw 2 and 3 hours
7752,554266,407524,mobile,ended,106.0,,,time delta > 2 hours,late btw 1 and 2 hours
7753,554487,335708,mobile,ended,16.0,,,time delta > 2 hours,late <= 1 hour
7754,554767,410521,mobile,ended,111.0,,,time delta > 2 hours,late btw 1 and 2 hours
7755,554880,373507,connect,ended,69.0,,,time delta > 2 hours,late btw 1 and 2 hours
7756,555134,349458,mobile,ended,102.0,,,time delta > 2 hours,late btw 1 and 2 hours
7757,555295,411175,mobile,ended,9.0,,,time delta > 2 hours,late <= 1 hour
7758,555323,407416,mobile,ended,25.0,,,time delta > 2 hours,late <= 1 hour
7759,555378,320970,mobile,ended,183.0,,,time delta > 2 hours,late btw 3 and 4 hours
7760,555469,364783,mobile,ended,616.0,,,time delta > 2 hours,late btw 6h and 1 day
7761,553223,398586,connect,ended,172.0,544811.0,30.0,time delta btw 0 and 2 hours,late btw 2 and 3 hours
7762,553397,385238,mobile,ended,22.0,,,time delta > 2 hours,late <= 1 hour
7763,553515,408596,mobile,ended,36.0,,,time delta > 2 hours,late <= 1 hour
7764,553572,383499,mobile,ended,2.0,553742.0,420.0,time delta > 2 hours,late <= 1 hour
7765,553907,285829,mobile,ended,58.0,,,time delta > 2 hours,late <= 1 hour
7766,554308,354138,mobile,ended,515.0,,,time delta > 2 hours,late btw 6h and 1 day
7767,554711,351153,mobile,ended,1.0,,,time delta > 2 hours,late <= 1 hour
7768,554760,387283,mobile,ended,81.0,,,time delta > 2 hours,late btw 1 and 2 hours
7769,554812,298516,connect,ended,8.0,548564.0,150.0,time delta > 2 hours,late <= 1 hour
7770,555223,250153,mobile,ended,124.0,,,time delta > 2 hours,late btw 2 and 3 hours
7771,555297,393107,mobile,ended,27.0,,,time delta > 2 hours,late <= 1 hour
7772,555502,368759,mobile,ended,173.0,,,time delta > 2 hours,late btw 2 and 3 hours
7773,555666,374337,mobile,ended,88.0,,,time delta > 2 hours,late btw 1 and 2 hours
7774,555847,385642,mobile,ended,156.0,,,time delta > 2 hours,late btw 2 and 3 hours
7775,556008,385886,mobile,ended,167.0,,,time delta > 2 hours,late btw 2 and 3 hours
7776,556480,389441,mobile,ended,61.0,,,time delta > 2 hours,late btw 1 and 2 hours
7777,556554,394656,connect,ended,5.0,,,time delta > 2 hours,late <= 1 hour
7778,555627,405020,mobile,ended,96.0,,,time delta > 2 hours,late btw 1 and 2 hours
7779,556376,292220,mobile,ended,22.0,,,time delta > 2 hours,late <= 1 hour
7780,556381,388604,mobile,ended,25.0,,,time delta > 2 hours,late <= 1 hour
7781,556432,406609,mobile,ended,297.0,,,time delta > 2 hours,late btw 4 and 6 hours
7782,556753,403958,mobile,ended,113.0,,,time delta > 2 hours,late btw 1 and 2 hours
7783,556889,406555,mobile,ended,55.0,,,time delta > 2 hours,late <= 1 hour
7784,556918,380833,mobile,ended,35.0,532556.0,90.0,time delta btw 0 and 2 hours,late <= 1 hour
7785,565706,404905,mobile,ended,111.0,,,time delta > 2 hours,late btw 1 and 2 hours
7786,565708,388098,mobile,ended,752.0,,,time delta > 2 hours,late btw 6h and 1 day
7787,566223,415103,mobile,ended,92.0,,,time delta > 2 hours,late btw 1 and 2 hours
7788,566303,369288,mobile,ended,5.0,,,time delta > 2 hours,late <= 1 hour
7789,566489,312603,connect,ended,31.0,,,time delta > 2 hours,late <= 1 hour
7790,567092,334027,mobile,ended,44.0,,,time delta > 2 hours,late <= 1 hour
7791,567119,176702,connect,ended,23.0,,,time delta > 2 hours,late <= 1 hour
7792,567123,409991,connect,ended,57.0,,,time delta > 2 hours,late <= 1 hour
7793,567174,331318,mobile,ended,207.0,,,time delta > 2 hours,late btw 3 and 4 hours
7794,567463,177502,mobile,ended,4.0,,,time delta > 2 hours,late <= 1 hour
7795,567769,338571,mobile,ended,19.0,555206.0,90.0,time delta btw 0 and 2 hours,late <= 1 hour
7796,567872,264726,mobile,ended,335.0,,,time delta > 2 hours,late btw 4 and 6 hours
7797,567971,327021,mobile,ended,6.0,,,time delta > 2 hours,late <= 1 hour
7798,505758,392805,mobile,ended,3.0,528920.0,90.0,time delta btw 0 and 2 hours,late <= 1 hour
7799,511680,381491,mobile,ended,15.0,,,time delta > 2 hours,late <= 1 hour
7800,511685,388411,mobile,ended,381.0,,,time delta > 2 hours,late btw 6h and 1 day
7801,513130,301301,connect,ended,205.0,,,time delta > 2 hours,late btw 3 and 4 hours
7802,514124,358820,mobile,ended,39.0,,,time delta > 2 hours,late <= 1 hour
7803,515556,403526,mobile,ended,86.0,,,time delta > 2 hours,late btw 1 and 2 hours
7804,517463,366251,mobile,ended,54.0,,,time delta > 2 hours,late <= 1 hour
7805,517917,385025,connect,ended,97.0,,,time delta > 2 hours,late btw 1 and 2 hours
7806,518234,382243,mobile,ended,146.0,,,time delta > 2 hours,late btw 2 and 3 hours
7807,518482,287500,mobile,ended,1.0,,,time delta > 2 hours,late <= 1 hour
7808,519511,350149,mobile,ended,470.0,,,time delta > 2 hours,late btw 6h and 1 day
7809,519980,358978,connect,ended,10.0,,,time delta > 2 hours,late <= 1 hour
7810,520715,292467,mobile,ended,15.0,,,time delta > 2 hours,late <= 1 hour
7811,526752,389451,mobile,ended,5.0,532361.0,630.0,time delta > 2 hours,late <= 1 hour
7812,526810,403485,mobile,ended,11.0,,,time delta > 2 hours,late <= 1 hour
7813,527911,267910,mobile,ended,250.0,,,time delta > 2 hours,late btw 4 and 6 hours
7814,528450,390692,mobile,ended,85.0,,,time delta > 2 hours,late btw 1 and 2 hours
7815,529569,407389,mobile,ended,242.0,,,time delta > 2 hours,late btw 4 and 6 hours
7816,529897,382961,mobile,ended,225.0,,,time delta > 2 hours,late btw 3 and 4 hours
7817,531359,226932,mobile,ended,6.0,,,time delta > 2 hours,late <= 1 hour
7818,533048,188274,mobile,ended,64.0,,,time delta > 2 hours,late btw 1 and 2 hours
7819,533792,401649,connect,ended,106.0,546026.0,30.0,time delta btw 0 and 2 hours,late btw 1 and 2 hours
7820,534124,355671,mobile,ended,28.0,,,time delta > 2 hours,late <= 1 hour
7821,534344,280805,connect,ended,18.0,,,time delta > 2 hours,late <= 1 hour
7822,534475,359641,mobile,ended,183.0,,,time delta > 2 hours,late btw 3 and 4 hours
7823,535039,395608,mobile,ended,62.0,,,time delta > 2 hours,late btw 1 and 2 hours
7824,535382,344560,mobile,ended,6.0,,,time delta > 2 hours,late <= 1 hour
7825,568018,415766,mobile,ended,137.0,,,time delta > 2 hours,late btw 2 and 3 hours
7826,568688,294230,mobile,ended,93.0,,,time delta > 2 hours,late btw 1 and 2 hours
7827,568946,416351,mobile,ended,96.0,,,time delta > 2 hours,late btw 1 and 2 hours
7828,567409,293327,mobile,ended,336.0,,,time delta > 2 hours,late btw 4 and 6 hours
7829,567572,330251,mobile,ended,20.0,,,time delta > 2 hours,late <= 1 hour
7830,567792,370190,mobile,ended,55.0,,,time delta > 2 hours,late <= 1 hour
7831,567835,409523,mobile,ended,967.0,565046.0,630.0,time delta > 2 hours,late btw 6h and 1 day
7832,567933,367926,mobile,ended,14.0,,,time delta > 2 hours,late <= 1 hour
7833,567947,262199,mobile,ended,36.0,,,time delta > 2 hours,late <= 1 hour
7834,567976,188716,mobile,ended,208.0,,,time delta > 2 hours,late btw 3 and 4 hours
7835,568079,227042,mobile,ended,40.0,566621.0,600.0,time delta > 2 hours,late <= 1 hour
7836,568187,312888,mobile,ended,162.0,,,time delta > 2 hours,late btw 2 and 3 hours
7837,568370,384983,mobile,ended,2610.0,,,time delta > 2 hours,late btw 1 and 2 days
7838,568759,336349,connect,ended,1466.0,,,time delta > 2 hours,late btw 1 and 2 days
7839,568804,281068,mobile,ended,72.0,,,time delta > 2 hours,late btw 1 and 2 hours
7840,568815,385629,connect,ended,47.0,564703.0,0.0,time delta btw 0 and 2 hours,late <= 1 hour
7841,570206,321322,mobile,ended,13.0,,,time delta > 2 hours,late <= 1 hour
7842,570960,317330,connect,ended,51.0,,,time delta > 2 hours,late <= 1 hour
7843,571490,368232,mobile,ended,53.0,,,time delta > 2 hours,late <= 1 hour
7844,571634,404128,connect,ended,12.0,,,time delta > 2 hours,late <= 1 hour
7845,572615,409737,mobile,ended,80.0,,,time delta > 2 hours,late btw 1 and 2 hours
7846,572776,201535,mobile,ended,41.0,,,time delta > 2 hours,late <= 1 hour
7847,573439,414245,mobile,ended,46.0,,,time delta > 2 hours,late <= 1 hour
7848,575196,393083,mobile,ended,40.0,,,time delta > 2 hours,late <= 1 hour
7849,575426,301301,connect,ended,6.0,,,time delta > 2 hours,late <= 1 hour
7850,539579,309858,mobile,ended,43.0,,,time delta > 2 hours,late <= 1 hour
7851,539922,334859,mobile,ended,104.0,,,time delta > 2 hours,late btw 1 and 2 hours
7852,540218,404725,mobile,ended,10.0,,,time delta > 2 hours,late <= 1 hour
7853,540231,300084,mobile,ended,23.0,,,time delta > 2 hours,late <= 1 hour
7854,540246,368448,mobile,ended,8.0,,,time delta > 2 hours,late <= 1 hour
7855,540412,372878,mobile,ended,61.0,,,time delta > 2 hours,late btw 1 and 2 hours
7856,540756,303309,connect,ended,49.0,,,time delta > 2 hours,late <= 1 hour
7857,540831,317119,mobile,ended,23.0,,,time delta > 2 hours,late <= 1 hour
7858,541152,376641,mobile,ended,65.0,,,time delta > 2 hours,late btw 1 and 2 hours
7859,541283,305733,mobile,ended,34.0,536691.0,60.0,time delta btw 0 and 2 hours,late <= 1 hour
7860,541288,190687,mobile,ended,48.0,,,time delta > 2 hours,late <= 1 hour
7861,541330,393992,mobile,ended,26.0,,,time delta > 2 hours,late <= 1 hour
7862,541396,379751,connect,ended,33.0,,,time delta > 2 hours,late <= 1 hour
7863,541463,398626,mobile,ended,6.0,,,time delta > 2 hours,late <= 1 hour
7864,541522,366754,mobile,ended,34.0,,,time delta > 2 hours,late <= 1 hour
7865,541812,386599,mobile,ended,842.0,,,time delta > 2 hours,late btw 6h and 1 day
7866,542260,379908,mobile,ended,45.0,,,time delta > 2 hours,late <= 1 hour
7867,542501,341965,mobile,ended,322.0,,,time delta > 2 hours,late btw 4 and 6 hours
7868,542666,348178,mobile,ended,22.0,541891.0,90.0,time delta btw 0 and 2 hours,late <= 1 hour
7869,542787,393126,mobile,ended,41.0,,,time delta > 2 hours,late <= 1 hour
7870,543066,357631,mobile,ended,10.0,,,time delta > 2 hours,late <= 1 hour
7871,543078,383008,mobile,ended,4.0,,,time delta > 2 hours,late <= 1 hour
7872,543272,309980,mobile,ended,132.0,,,time delta > 2 hours,late btw 2 and 3 hours
7873,543291,334397,mobile,ended,16.0,,,time delta > 2 hours,late <= 1 hour
7874,543426,398802,mobile,ended,51.0,546955.0,720.0,time delta > 2 hours,late <= 1 hour
7875,543793,408983,mobile,ended,1073.0,540001.0,690.0,time delta > 2 hours,late btw 6h and 1 day
7876,543827,278762,mobile,ended,337.0,,,time delta > 2 hours,late btw 4 and 6 hours
7877,544420,289810,mobile,ended,44.0,,,time delta > 2 hours,late <= 1 hour
7878,569159,333753,mobile,ended,85.0,,,time delta > 2 hours,late btw 1 and 2 hours
7879,569659,386784,mobile,ended,22.0,,,time delta > 2 hours,late <= 1 hour
7880,569785,407528,mobile,ended,564.0,,,time delta > 2 hours,late btw 6h and 1 day
7881,569793,358764,mobile,ended,50.0,,,time delta > 2 hours,late <= 1 hour
7882,570002,396213,mobile,ended,105.0,,,time delta > 2 hours,late btw 1 and 2 hours
7883,570277,347873,connect,ended,12.0,,,time delta > 2 hours,late <= 1 hour
7884,570947,393781,connect,ended,28.0,,,time delta > 2 hours,late <= 1 hour
7885,571546,381435,mobile,ended,23.0,,,time delta > 2 hours,late <= 1 hour
7886,571789,217076,mobile,ended,26.0,,,time delta > 2 hours,late <= 1 hour
7887,572323,341861,connect,ended,46.0,,,time delta > 2 hours,late <= 1 hour
7888,572977,391915,connect,ended,23.0,,,time delta > 2 hours,late <= 1 hour
7889,573207,216576,connect,ended,93.0,565493.0,300.0,time delta > 2 hours,late btw 1 and 2 hours
7890,573381,222030,mobile,ended,185.0,,,time delta > 2 hours,late btw 3 and 4 hours
7891,573636,359884,mobile,ended,119.0,,,time delta > 2 hours,late btw 1 and 2 hours
7892,573945,248926,mobile,ended,36.0,571936.0,690.0,time delta > 2 hours,late <= 1 hour
7893,575784,408638,connect,ended,81.0,,,time delta > 2 hours,late btw 1 and 2 hours
7894,552243,395439,mobile,ended,69.0,,,time delta > 2 hours,late btw 1 and 2 hours
7895,552271,396435,connect,ended,123.0,,,time delta > 2 hours,late btw 2 and 3 hours
7896,552338,347905,mobile,ended,64.0,,,time delta > 2 hours,late btw 1 and 2 hours
7897,552372,411731,mobile,ended,55.0,,,time delta > 2 hours,late <= 1 hour
7898,552574,413028,mobile,ended,55.0,,,time delta > 2 hours,late <= 1 hour
7899,552630,373682,mobile,ended,345.0,,,time delta > 2 hours,late btw 4 and 6 hours
7900,552675,336951,mobile,ended,1387.0,,,time delta > 2 hours,late btw 6h and 1 day
7901,552775,287157,mobile,ended,55.0,,,time delta > 2 hours,late <= 1 hour
7902,552832,216148,connect,ended,77.0,,,time delta > 2 hours,late btw 1 and 2 hours
7903,552876,290316,mobile,ended,122.0,,,time delta > 2 hours,late btw 2 and 3 hours
7904,552884,396311,mobile,ended,55.0,,,time delta > 2 hours,late <= 1 hour
7905,552887,349861,mobile,ended,33.0,,,time delta > 2 hours,late <= 1 hour
7906,552955,317330,connect,ended,9.0,,,time delta > 2 hours,late <= 1 hour
7907,553117,386880,mobile,ended,65.0,,,time delta > 2 hours,late btw 1 and 2 hours
7908,553431,362375,mobile,ended,188.0,,,time delta > 2 hours,late btw 3 and 4 hours
7909,553596,407865,mobile,ended,17.0,558854.0,690.0,time delta > 2 hours,late <= 1 hour
7910,553601,369493,mobile,ended,12.0,,,time delta > 2 hours,late <= 1 hour
7911,553685,304420,mobile,ended,18.0,,,time delta > 2 hours,late <= 1 hour
7912,553758,412104,mobile,ended,105.0,,,time delta > 2 hours,late btw 1 and 2 hours
7913,553821,393750,mobile,ended,206.0,,,time delta > 2 hours,late btw 3 and 4 hours
7914,554056,216148,connect,ended,11.0,,,time delta > 2 hours,late <= 1 hour
7915,554060,250644,mobile,ended,36.0,,,time delta > 2 hours,late <= 1 hour
7916,554076,373545,mobile,ended,93.0,,,time delta > 2 hours,late btw 1 and 2 hours
7917,554129,390467,connect,ended,1.0,,,time delta > 2 hours,late <= 1 hour
7918,554482,377992,mobile,ended,3.0,,,time delta > 2 hours,late <= 1 hour
7919,554810,412285,mobile,ended,52.0,,,time delta > 2 hours,late <= 1 hour
7920,554977,383752,mobile,ended,18.0,,,time delta > 2 hours,late <= 1 hour
7921,555351,313615,mobile,ended,332.0,,,time delta > 2 hours,late btw 4 and 6 hours
7922,555490,354504,mobile,ended,38.0,,,time delta > 2 hours,late <= 1 hour
7923,555579,314456,connect,ended,75.0,,,time delta > 2 hours,late btw 1 and 2 hours
7924,555787,386802,mobile,ended,13.0,,,time delta > 2 hours,late <= 1 hour
7925,556134,367495,mobile,ended,9.0,,,time delta > 2 hours,late <= 1 hour
7926,556869,414091,mobile,ended,34.0,,,time delta > 2 hours,late <= 1 hour
7927,556995,355805,mobile,ended,39.0,,,time delta > 2 hours,late <= 1 hour
7928,535591,330503,mobile,ended,54.0,,,time delta > 2 hours,late <= 1 hour
7929,535727,388117,mobile,ended,283.0,,,time delta > 2 hours,late btw 4 and 6 hours
7930,536065,393359,mobile,ended,6.0,,,time delta > 2 hours,late <= 1 hour
7931,536373,256840,mobile,ended,39.0,,,time delta > 2 hours,late <= 1 hour
7932,536449,379181,mobile,ended,101.0,,,time delta > 2 hours,late btw 1 and 2 hours
7933,544729,377700,mobile,ended,40.0,,,time delta > 2 hours,late <= 1 hour
7934,545268,399528,connect,ended,23.0,,,time delta > 2 hours,late <= 1 hour
7935,543275,340699,mobile,ended,69.0,521297.0,60.0,time delta btw 0 and 2 hours,late btw 1 and 2 hours
7936,543305,381797,mobile,ended,24.0,,,time delta > 2 hours,late <= 1 hour
7937,543309,391475,mobile,ended,126.0,,,time delta > 2 hours,late btw 2 and 3 hours
7938,543561,397952,mobile,ended,4.0,,,time delta > 2 hours,late <= 1 hour
7939,543711,392718,mobile,ended,8.0,,,time delta > 2 hours,late <= 1 hour
7940,543823,401470,mobile,ended,612.0,,,time delta > 2 hours,late btw 6h and 1 day
7941,543930,409636,mobile,ended,8.0,539399.0,720.0,time delta > 2 hours,late <= 1 hour
7942,544246,377920,mobile,ended,26.0,,,time delta > 2 hours,late <= 1 hour
7943,544387,349743,mobile,ended,249.0,,,time delta > 2 hours,late btw 4 and 6 hours
7944,544421,359998,mobile,ended,18.0,557397.0,60.0,time delta btw 0 and 2 hours,late <= 1 hour
7945,544720,359410,mobile,ended,53.0,,,time delta > 2 hours,late <= 1 hour
7946,544802,335708,mobile,ended,25.0,,,time delta > 2 hours,late <= 1 hour
7947,544832,386722,mobile,ended,53.0,,,time delta > 2 hours,late <= 1 hour
7948,544991,404791,mobile,ended,106.0,526927.0,720.0,time delta > 2 hours,late btw 1 and 2 hours
7949,545302,335708,mobile,ended,15.0,,,time delta > 2 hours,late <= 1 hour
7950,545437,383443,connect,ended,26.0,541311.0,120.0,time delta btw 0 and 2 hours,late <= 1 hour
7951,545549,367632,connect,ended,154.0,,,time delta > 2 hours,late btw 2 and 3 hours
7952,545629,411325,mobile,ended,81.0,,,time delta > 2 hours,late btw 1 and 2 hours
7953,545705,352039,connect,ended,2.0,548559.0,720.0,time delta > 2 hours,late <= 1 hour
7954,545747,366983,connect,ended,62.0,,,time delta > 2 hours,late btw 1 and 2 hours
7955,545767,300505,connect,ended,32.0,532682.0,90.0,time delta btw 0 and 2 hours,late <= 1 hour
7956,545908,324640,mobile,ended,14.0,,,time delta > 2 hours,late <= 1 hour
7957,545990,409580,mobile,ended,280.0,,,time delta > 2 hours,late btw 4 and 6 hours
