rental_id,car_id,checkin_type,state,delay_at_checkout_in_minutes,previous_ended_rental_id,time_delta_with_previous_rental_in_minutes,time_delta_previous_rental_groups,early_groups
3150,538795,398855,mobile,ended,-60.0,,,time delta > 2 hours,early less than 2 hours
3151,539055,332738,mobile,ended,-13.0,,,time delta > 2 hours,early less than 2 hours
3152,539081,408237,mobile,ended,-56.0,,,time delta > 2 hours,early less than 2 hours
3153,534222,267506,mobile,ended,0.0,,,time delta > 2 hours,early less than 2 hours
3154,534805,396183,mobile,ended,-106.0,,,time delta > 2 hours,early less than 2 hours
3155,535784,392327,mobile,ended,-89.0,,,time delta > 2 hours,early less than 2 hours
3156,555533,405005,connect,ended,-625.0,,,time delta > 2 hours,early more than 2 hours
3157,555708,368604,connect,ended,-95.0,,,time delta > 2 hours,early less than 2 hours
3158,555832,327344,mobile,ended,-178.0,,,time delta > 2 hours,early more than 2 hours
3159,556015,372160,mobile,ended,-410.0,,,time delta > 2 hours,early more than 2 hours
3160,556209,405005,connect,ended,-91.0,,,time delta > 2 hours,early less than 2 hours
3161,556307,385574,connect,ended,-27.0,,,time delta > 2 hours,early less than 2 hours
3162,556349,342699,connect,ended,-11.0,,,time delta > 2 hours,early less than 2 hours
3163,556358,224085,mobile,ended,-62.0,,,time delta > 2 hours,early less than 2 hours
3164,556593,189197,mobile,ended,-17.0,,,time delta > 2 hours,early less than 2 hours
3165,556626,255967,mobile,ended,-15.0,,,time delta > 2 hours,early less than 2 hours
3166,556673,310636,connect,ended,-119.0,,,time delta > 2 hours,early less than 2 hours
3167,556846,315030,mobile,ended,-22.0,,,time delta > 2 hours,early less than 2 hours
3168,554628,346139,mobile,ended,-87.0,,,time delta > 2 hours,early less than 2 hours
3169,555068,303309,connect,ended,-66.0,,,time delta > 2 hours,early less than 2 hours
3170,555361,400437,mobile,ended,-1638.0,,,time delta > 2 hours,early more than 2 hours
3171,555436,395204,connect,ended,-14.0,,,time delta > 2 hours,early less than 2 hours
3172,555694,392256,mobile,ended,-67.0,,,time delta > 2 hours,early less than 2 hours
3173,556081,403644,mobile,ended,-6.0,,,time delta > 2 hours,early less than 2 hours
3174,556111,321310,connect,ended,-146.0,,,time delta > 2 hours,early more than 2 hours
3175,556136,321996,mobile,ended,-131.0,,,time delta > 2 hours,early more than 2 hours
3176,556399,287544,mobile,ended,-166.0,,,time delta > 2 hours,early more than 2 hours
3177,556523,316817,mobile,ended,-185.0,,,time delta > 2 hours,early more than 2 hours
3178,556683,410853,mobile,ended,-95.0,,,time delta > 2 hours,early less than 2 hours
3179,556780,365784,mobile,ended,-72.0,,,time delta > 2 hours,early less than 2 hours
3180,557254,255967,mobile,ended,-2.0,,,time delta > 2 hours,early less than 2 hours
3181,557271,222928,connect,ended,-196.0,,,time delta > 2 hours,early more than 2 hours
3182,557287,368894,mobile,ended,-1.0,,,time delta > 2 hours,early less than 2 hours
3183,557453,338249,mobile,ended,-22.0,,,time delta > 2 hours,early less than 2 hours
3184,557457,409993,connect,ended,-60.0,,,time delta > 2 hours,early less than 2 hours
3185,557540,375047,connect,ended,-69.0,552358.0,630.0,time delta > 2 hours,early less than 2 hours
3186,557644,317378,connect,ended,-243.0,,,time delta > 2 hours,early more than 2 hours
3187,558096,405458,mobile,ended,-68.0,,,time delta > 2 hours,early less than 2 hours
3188,557461,194343,connect,ended,-29.0,505628.0,90.0,time delta btw 0 and 2 hours,early less than 2 hours
3189,550978,374360,connect,ended,0.0,,,time delta > 2 hours,early less than 2 hours
3190,550985,396727,mobile,ended,-19.0,,,time delta > 2 hours,early less than 2 hours
3191,551074,400158,mobile,ended,0.0,,,time delta > 2 hours,early less than 2 hours
3192,551156,403149,mobile,ended,-26.0,,,time delta > 2 hours,early less than 2 hours
3193,551501,280227,connect,ended,-476.0,,,time delta > 2 hours,early more than 2 hours
3194,551533,316678,connect,ended,-48.0,,,time delta > 2 hours,early less than 2 hours
3195,551617,349894,connect,ended,-29.0,549019.0,270.0,time delta > 2 hours,early less than 2 hours
3196,535058,177815,mobile,ended,-20.0,,,time delta > 2 hours,early less than 2 hours
3197,535102,314456,connect,ended,-134.0,,,time delta > 2 hours,early more than 2 hours
3198,535188,306935,mobile,ended,-27.0,,,time delta > 2 hours,early less than 2 hours
3199,535628,383674,connect,ended,-7.0,,,time delta > 2 hours,early less than 2 hours
3200,535766,356247,mobile,ended,-28.0,,,time delta > 2 hours,early less than 2 hours
3201,536029,395272,mobile,ended,-12.0,,,time delta > 2 hours,early less than 2 hours
3202,536952,241021,connect,ended,-39.0,542244.0,720.0,time delta > 2 hours,early less than 2 hours
3203,537139,385523,connect,ended,-52.0,,,time delta > 2 hours,early less than 2 hours
3204,537170,404586,mobile,ended,-3.0,,,time delta > 2 hours,early less than 2 hours
3205,537406,345865,connect,ended,-18.0,,,time delta > 2 hours,early less than 2 hours
3206,537769,391370,connect,ended,-26.0,,,time delta > 2 hours,early less than 2 hours
3207,538154,400631,mobile,ended,-398.0,,,time delta > 2 hours,early more than 2 hours
3208,538786,309580,connect,ended,-1.0,,,time delta > 2 hours,early less than 2 hours
3209,539041,352563,mobile,ended,-11.0,,,time delta > 2 hours,early less than 2 hours
3210,539133,385391,connect,ended,-73.0,,,time delta > 2 hours,early less than 2 hours
3211,539147,387476,mobile,ended,-17.0,,,time delta > 2 hours,early less than 2 hours
3212,540000,402235,mobile,ended,-41.0,,,time delta > 2 hours,early less than 2 hours
3213,540225,395825,mobile,ended,-29.0,,,time delta > 2 hours,early less than 2 hours
3214,540600,318728,connect,ended,-252.0,,,time delta > 2 hours,early more than 2 hours
3215,540714,377505,mobile,ended,-84.0,,,time delta > 2 hours,early less than 2 hours
3216,536720,355949,mobile,ended,-816.0,,,time delta > 2 hours,early more than 2 hours
3217,536887,350149,mobile,ended,-47.0,542853.0,30.0,time delta btw 0 and 2 hours,early less than 2 hours
3218,537097,389147,mobile,ended,-722.0,,,time delta > 2 hours,early more than 2 hours
3219,537126,359049,connect,ended,-156.0,539408.0,720.0,time delta > 2 hours,early more than 2 hours
3220,537157,339174,mobile,ended,-129.0,,,time delta > 2 hours,early more than 2 hours
3221,537692,409197,mobile,ended,-66.0,,,time delta > 2 hours,early less than 2 hours
3222,537964,338610,mobile,ended,-27.0,,,time delta > 2 hours,early less than 2 hours
3223,538018,369938,connect,ended,-317.0,,,time delta > 2 hours,early more than 2 hours
3224,538558,317298,connect,ended,-9.0,,,time delta > 2 hours,early less than 2 hours
3225,538654,409695,mobile,ended,-29.0,,,time delta > 2 hours,early less than 2 hours
3226,538948,204797,mobile,ended,-724.0,,,time delta > 2 hours,early more than 2 hours
3227,539085,264558,mobile,ended,-42.0,,,time delta > 2 hours,early less than 2 hours
3228,539104,229411,mobile,ended,-29.0,,,time delta > 2 hours,early less than 2 hours
3229,539225,212965,connect,ended,-135.0,,,time delta > 2 hours,early more than 2 hours
3230,539433,355843,mobile,ended,-28.0,,,time delta > 2 hours,early less than 2 hours
3231,539446,259760,mobile,ended,-1.0,,,time delta > 2 hours,early less than 2 hours
3232,539640,368432,mobile,ended,-12.0,535981.0,0.0,time delta btw 0 and 2 hours,early less than 2 hours
3233,539682,365185,mobile,ended,-20.0,,,time delta > 2 hours,early less than 2 hours
3234,539811,373233,mobile,ended,-159.0,,,time delta > 2 hours,early more than 2 hours
3235,539920,289693,connect,ended,-115.0,,,time delta > 2 hours,early less than 2 hours
3236,539935,365809,mobile,ended,-99.0,,,time delta > 2 hours,early less than 2 hours
3237,539969,321801,mobile,ended,-37.0,,,time delta > 2 hours,early less than 2 hours
3238,540477,310576,connect,ended,-21.0,,,time delta > 2 hours,early less than 2 hours
3239,540683,354474,mobile,ended,-32.0,,,time delta > 2 hours,early less than 2 hours
3240,541173,384360,mobile,ended,-113.0,,,time delta > 2 hours,early less than 2 hours
3241,541186,375908,mobile,ended,-20.0,,,time delta > 2 hours,early less than 2 hours
3242,541414,294622,mobile,ended,-107.0,,,time delta > 2 hours,early less than 2 hours
3243,541499,319807,mobile,ended,-65.0,,,time delta > 2 hours,early less than 2 hours
3244,541565,228359,connect,ended,-10.0,535991.0,60.0,time delta btw 0 and 2 hours,early less than 2 hours
3245,541898,358978,connect,ended,-45.0,542766.0,540.0,time delta > 2 hours,early less than 2 hours
3246,542148,348485,connect,ended,-390.0,,,time delta > 2 hours,early more than 2 hours
3247,542219,385721,connect,ended,0.0,,,time delta > 2 hours,early less than 2 hours
3248,542434,222934,connect,ended,-56.0,,,time delta > 2 hours,early less than 2 hours
3249,542436,365148,mobile,ended,-63.0,,,time delta > 2 hours,early less than 2 hours
3250,542445,392733,mobile,ended,-90.0,,,time delta > 2 hours,early less than 2 hours
3251,542583,216080,mobile,ended,-27.0,,,time delta > 2 hours,early less than 2 hours
3252,542826,290600,connect,ended,-14.0,542197.0,0.0,time delta btw 0 and 2 hours,early less than 2 hours
3253,542884,320481,mobile,ended,-377.0,,,time delta > 2 hours,early more than 2 hours
3254,543211,260096,connect,ended,-213.0,,,time delta > 2 hours,early more than 2 hours
3255,546986,373132,mobile,ended,-96.0,,,time delta > 2 hours,early less than 2 hours
3256,547229,404449,mobile,ended,-35.0,,,time delta > 2 hours,early less than 2 hours
3257,547479,324197,mobile,ended,-85.0,,,time delta > 2 hours,early less than 2 hours
3258,547701,361668,mobile,ended,-59.0,,,time delta > 2 hours,early less than 2 hours
3259,547966,404420,mobile,ended,-13.0,,,time delta > 2 hours,early less than 2 hours
3260,548181,223592,mobile,ended,-54.0,,,time delta > 2 hours,early less than 2 hours
3261,548296,395922,mobile,ended,-57.0,,,time delta > 2 hours,early less than 2 hours
3262,548424,410231,mobile,ended,-7.0,,,time delta > 2 hours,early less than 2 hours
3263,548451,359358,connect,ended,-524.0,,,time delta > 2 hours,early more than 2 hours
3264,548757,411713,mobile,ended,-8.0,,,time delta > 2 hours,early less than 2 hours
3265,548797,315670,mobile,ended,-161.0,,,time delta > 2 hours,early more than 2 hours
3266,549307,404919,mobile,ended,-203.0,,,time delta > 2 hours,early more than 2 hours
3267,549466,371517,mobile,ended,-42.0,,,time delta > 2 hours,early less than 2 hours
3268,550306,353425,connect,ended,-58.0,555658.0,720.0,time delta > 2 hours,early less than 2 hours
3269,550525,362191,mobile,ended,-701.0,,,time delta > 2 hours,early more than 2 hours
3270,550623,381094,mobile,ended,-12.0,,,time delta > 2 hours,early less than 2 hours
3271,550633,412528,mobile,ended,-256.0,,,time delta > 2 hours,early more than 2 hours
3272,550893,355272,mobile,ended,-4.0,,,time delta > 2 hours,early less than 2 hours
3273,550960,293910,mobile,ended,-9.0,,,time delta > 2 hours,early less than 2 hours
3274,550998,376491,connect,ended,-56.0,,,time delta > 2 hours,early less than 2 hours
3275,551267,379729,mobile,ended,-14.0,,,time delta > 2 hours,early less than 2 hours
3276,551665,318728,connect,ended,-351.0,,,time delta > 2 hours,early more than 2 hours
3277,551933,391325,mobile,ended,-121.0,543706.0,60.0,time delta btw 0 and 2 hours,early more than 2 hours
3278,552259,390907,mobile,ended,-732.0,,,time delta > 2 hours,early more than 2 hours
3279,552358,375047,connect,ended,-7.0,,,time delta > 2 hours,early less than 2 hours
3280,552482,290567,mobile,ended,-81.0,,,time delta > 2 hours,early less than 2 hours
3281,552924,321170,mobile,ended,-157.0,,,time delta > 2 hours,early more than 2 hours
3282,553030,374626,mobile,ended,-82.0,548963.0,630.0,time delta > 2 hours,early less than 2 hours
3283,553480,356124,mobile,ended,-22.0,,,time delta > 2 hours,early less than 2 hours
3284,553531,376901,connect,ended,-74.0,565868.0,30.0,time delta btw 0 and 2 hours,early less than 2 hours
3285,553541,405652,mobile,ended,-32.0,,,time delta > 2 hours,early less than 2 hours
3286,553910,388895,mobile,ended,-235.0,,,time delta > 2 hours,early more than 2 hours
3287,554211,365428,mobile,ended,-118.0,,,time delta > 2 hours,early less than 2 hours
3288,541452,378113,connect,ended,-123.0,,,time delta > 2 hours,early more than 2 hours
3289,541494,405854,mobile,ended,-43.0,,,time delta > 2 hours,early less than 2 hours
3290,541612,403443,mobile,ended,-226.0,,,time delta > 2 hours,early more than 2 hours
3291,541626,390073,connect,ended,-43.0,,,time delta > 2 hours,early less than 2 hours
3292,541833,249274,connect,ended,-18.0,,,time delta > 2 hours,early less than 2 hours
3293,541910,383720,connect,ended,-367.0,,,time delta > 2 hours,early more than 2 hours
3294,542088,369536,mobile,ended,-353.0,,,time delta > 2 hours,early more than 2 hours
3295,542129,409865,mobile,ended,-205.0,,,time delta > 2 hours,early more than 2 hours
3296,542342,390369,mobile,ended,-23.0,,,time delta > 2 hours,early less than 2 hours
3297,542745,373068,mobile,ended,-26.0,,,time delta > 2 hours,early less than 2 hours
3298,542911,386539,mobile,ended,-11.0,,,time delta > 2 hours,early less than 2 hours
3299,543006,400359,mobile,ended,-40.0,,,time delta > 2 hours,early less than 2 hours
3300,543355,393549,mobile,ended,-146.0,,,time delta > 2 hours,early more than 2 hours
3301,551825,376901,mobile,ended,-31.0,543606.0,60.0,time delta btw 0 and 2 hours,early less than 2 hours
3302,552149,395861,mobile,ended,-4.0,,,time delta > 2 hours,early less than 2 hours
3303,552621,308868,mobile,ended,-24.0,,,time delta > 2 hours,early less than 2 hours
3304,552623,356481,mobile,ended,-59.0,,,time delta > 2 hours,early less than 2 hours
3305,553005,346208,connect,ended,-6.0,,,time delta > 2 hours,early less than 2 hours
3306,553433,391518,mobile,ended,-748.0,,,time delta > 2 hours,early more than 2 hours
3307,553473,407763,mobile,ended,-176.0,,,time delta > 2 hours,early more than 2 hours
3308,553857,336399,mobile,ended,-16.0,,,time delta > 2 hours,early less than 2 hours
3309,553874,376901,connect,ended,-643.0,,,time delta > 2 hours,early more than 2 hours
3310,554302,203811,mobile,ended,-88.0,,,time delta > 2 hours,early less than 2 hours
3311,555089,321121,mobile,ended,-59.0,,,time delta > 2 hours,early less than 2 hours
3312,555893,312157,mobile,ended,-49.0,,,time delta > 2 hours,early less than 2 hours
3313,556151,176252,mobile,ended,-1.0,,,time delta > 2 hours,early less than 2 hours
3314,556316,325328,connect,ended,-86.0,,,time delta > 2 hours,early less than 2 hours
3315,556344,407865,mobile,ended,-15.0,,,time delta > 2 hours,early less than 2 hours
3316,556390,177058,mobile,ended,-10.0,,,time delta > 2 hours,early less than 2 hours
3317,556495,395720,mobile,ended,-209.0,,,time delta > 2 hours,early more than 2 hours
3318,556609,404380,mobile,ended,-18.0,,,time delta > 2 hours,early less than 2 hours
3319,556622,362433,connect,ended,-1.0,,,time delta > 2 hours,early less than 2 hours
3320,556645,382854,mobile,ended,-123.0,,,time delta > 2 hours,early more than 2 hours
3321,556665,378768,mobile,ended,-107.0,,,time delta > 2 hours,early less than 2 hours
3322,556814,378850,mobile,ended,-77.0,,,time delta > 2 hours,early less than 2 hours
3323,543409,404310,mobile,ended,-26.0,,,time delta > 2 hours,early less than 2 hours
3324,543685,387380,mobile,ended,-10.0,,,time delta > 2 hours,early less than 2 hours
3325,543811,167938,mobile,ended,-13.0,,,time delta > 2 hours,early less than 2 hours
3326,543947,382854,mobile,ended,-1.0,,,time delta > 2 hours,early less than 2 hours
3327,553000,390073,connect,ended,-1102.0,,,time delta > 2 hours,early more than 2 hours
3328,553199,393799,mobile,ended,-79.0,,,time delta > 2 hours,early less than 2 hours
3329,553454,410896,mobile,ended,-35.0,,,time delta > 2 hours,early less than 2 hours
3330,553563,403265,connect,ended,-435.0,,,time delta > 2 hours,early more than 2 hours
3331,553709,348632,mobile,ended,-5.0,,,time delta > 2 hours,early less than 2 hours
3332,553732,378786,mobile,ended,-77.0,,,time delta > 2 hours,early less than 2 hours
3333,553940,390068,connect,ended,-3.0,556203.0,180.0,time delta > 2 hours,early less than 2 hours
3334,553995,353087,mobile,ended,-303.0,,,time delta > 2 hours,early more than 2 hours
3335,554066,410571,mobile,ended,-320.0,548898.0,120.0,time delta btw 0 and 2 hours,early more than 2 hours
3336,554078,382821,connect,ended,-15.0,552892.0,420.0,time delta > 2 hours,early less than 2 hours
3337,554757,227230,mobile,ended,-42.0,,,time delta > 2 hours,early less than 2 hours
3338,554836,317298,connect,ended,-48.0,,,time delta > 2 hours,early less than 2 hours
3339,554860,200799,mobile,ended,-21.0,,,time delta > 2 hours,early less than 2 hours
3340,554998,400945,mobile,ended,-53.0,,,time delta > 2 hours,early less than 2 hours
3341,555340,385073,mobile,ended,-6.0,,,time delta > 2 hours,early less than 2 hours
3342,556412,358982,connect,ended,-24.0,,,time delta > 2 hours,early less than 2 hours
3343,556583,345888,mobile,ended,-260.0,,,time delta > 2 hours,early more than 2 hours
3344,557225,405421,mobile,ended,0.0,,,time delta > 2 hours,early less than 2 hours
3345,557547,307207,mobile,ended,-19.0,,,time delta > 2 hours,early less than 2 hours
3346,557898,342154,connect,ended,-2.0,,,time delta > 2 hours,early less than 2 hours
3347,544417,403197,mobile,ended,-5.0,,,time delta > 2 hours,early less than 2 hours
3348,544504,385131,connect,ended,-170.0,,,time delta > 2 hours,early more than 2 hours
3349,544513,228659,mobile,ended,-24.0,,,time delta > 2 hours,early less than 2 hours
3350,544661,228254,connect,ended,-119.0,,,time delta > 2 hours,early less than 2 hours
3351,544960,226544,connect,ended,-117.0,,,time delta > 2 hours,early less than 2 hours
3352,544995,383309,mobile,ended,-57.0,,,time delta > 2 hours,early less than 2 hours
3353,545243,407084,mobile,ended,-298.0,,,time delta > 2 hours,early more than 2 hours
3354,545636,312389,mobile,ended,-2.0,,,time delta > 2 hours,early less than 2 hours
3355,545663,374293,mobile,ended,-15.0,,,time delta > 2 hours,early less than 2 hours
3356,546068,276502,mobile,ended,-73.0,,,time delta > 2 hours,early less than 2 hours
3357,511401,203963,connect,ended,-11.0,,,time delta > 2 hours,early less than 2 hours
3358,515799,392368,connect,ended,-151.0,538120.0,510.0,time delta > 2 hours,early more than 2 hours
3359,518557,315427,mobile,ended,-1574.0,,,time delta > 2 hours,early more than 2 hours
3360,521021,270198,mobile,ended,-68.0,,,time delta > 2 hours,early less than 2 hours
3361,521493,379200,mobile,ended,-46.0,,,time delta > 2 hours,early less than 2 hours
3362,521620,404983,mobile,ended,-2.0,,,time delta > 2 hours,early less than 2 hours
3363,522731,199923,mobile,ended,-62.0,,,time delta > 2 hours,early less than 2 hours
3364,522771,358772,connect,ended,-43.0,557012.0,60.0,time delta btw 0 and 2 hours,early less than 2 hours
3365,523194,216576,connect,ended,-163.0,548778.0,120.0,time delta btw 0 and 2 hours,early more than 2 hours
3366,524822,391132,mobile,ended,-17.0,,,time delta > 2 hours,early less than 2 hours
3367,526468,379889,mobile,ended,-37.0,,,time delta > 2 hours,early less than 2 hours
3368,527841,286395,mobile,ended,-8.0,,,time delta > 2 hours,early less than 2 hours
3369,528922,312840,connect,ended,-34.0,,,time delta > 2 hours,early less than 2 hours
3370,530040,399945,mobile,ended,-91.0,,,time delta > 2 hours,early less than 2 hours
3371,530139,361217,mobile,ended,-330.0,,,time delta > 2 hours,early more than 2 hours
3372,530720,252369,mobile,ended,-202.0,,,time delta > 2 hours,early more than 2 hours
3373,531586,406831,mobile,ended,-752.0,,,time delta > 2 hours,early more than 2 hours
3374,532085,333731,mobile,ended,-31.0,,,time delta > 2 hours,early less than 2 hours
3375,532278,245636,mobile,ended,-86.0,,,time delta > 2 hours,early less than 2 hours
3376,532301,363789,mobile,ended,-132.0,,,time delta > 2 hours,early more than 2 hours
3377,532747,386928,mobile,ended,-45.0,,,time delta > 2 hours,early less than 2 hours
3378,532933,379328,mobile,ended,-23.0,,,time delta > 2 hours,early less than 2 hours
3379,533195,358631,connect,ended,-4276.0,,,time delta > 2 hours,early more than 2 hours
3380,534205,289570,mobile,ended,-14.0,,,time delta > 2 hours,early less than 2 hours
3381,534440,305171,mobile,ended,-17.0,,,time delta > 2 hours,early less than 2 hours
3382,534623,376406,connect,ended,-410.0,,,time delta > 2 hours,early more than 2 hours
3383,535779,368114,mobile,ended,-6.0,,,time delta > 2 hours,early less than 2 hours
3384,536090,188941,mobile,ended,-28.0,,,time delta > 2 hours,early less than 2 hours
3385,536101,408910,mobile,ended,-60.0,,,time delta > 2 hours,early less than 2 hours
3386,536276,371217,connect,ended,-5.0,,,time delta > 2 hours,early less than 2 hours
3387,536329,380785,mobile,ended,-24.0,,,time delta > 2 hours,early less than 2 hours
3388,537034,404420,mobile,ended,-27.0,,,time delta > 2 hours,early less than 2 hours
3389,537052,278762,mobile,ended,-58.0,,,time delta > 2 hours,early less than 2 hours
3390,537192,337217,mobile,ended,-253.0,,,time delta > 2 hours,early more than 2 hours
3391,537581,320272,mobile,ended,-7.0,,,time delta > 2 hours,early less than 2 hours
3392,537710,346652,connect,ended,-93.0,,,time delta > 2 hours,early less than 2 hours
3393,537764,231301,mobile,ended,-14.0,,,time delta > 2 hours,early less than 2 hours
3394,537978,330652,mobile,ended,-87.0,,,time delta > 2 hours,early less than 2 hours
3395,538023,374698,mobile,ended,-7.0,,,time delta > 2 hours,early less than 2 hours
3396,538112,251447,connect,ended,-10.0,,,time delta > 2 hours,early less than 2 hours
3397,538182,351030,mobile,ended,-48.0,,,time delta > 2 hours,early less than 2 hours
3398,538499,313242,mobile,ended,-34.0,,,time delta > 2 hours,early less than 2 hours
3399,538681,396268,mobile,ended,-543.0,,,time delta > 2 hours,early more than 2 hours
3400,538722,176670,connect,ended,-121.0,538870.0,30.0,time delta btw 0 and 2 hours,early more than 2 hours
3401,538843,295783,connect,ended,-45.0,,,time delta > 2 hours,early less than 2 hours
3402,538903,346402,mobile,ended,-249.0,,,time delta > 2 hours,early more than 2 hours
3403,539046,390217,mobile,ended,0.0,,,time delta > 2 hours,early less than 2 hours
3404,539223,304271,mobile,ended,-100.0,,,time delta > 2 hours,early less than 2 hours
3405,535808,385303,connect,ended,-9.0,,,time delta > 2 hours,early less than 2 hours
3406,535814,243713,mobile,ended,-43.0,,,time delta > 2 hours,early less than 2 hours
3407,536416,375421,connect,ended,-14.0,,,time delta > 2 hours,early less than 2 hours
3408,536471,395243,mobile,ended,-67.0,,,time delta > 2 hours,early less than 2 hours
3409,536688,404725,mobile,ended,-21.0,,,time delta > 2 hours,early less than 2 hours
3410,536889,391329,connect,ended,-2.0,,,time delta > 2 hours,early less than 2 hours
3411,537330,401597,mobile,ended,-120.0,,,time delta > 2 hours,early more than 2 hours
3412,537371,406104,mobile,ended,-100.0,,,time delta > 2 hours,early less than 2 hours
3413,537469,300528,connect,ended,-126.0,,,time delta > 2 hours,early more than 2 hours
3414,537553,407944,mobile,ended,-30.0,,,time delta > 2 hours,early less than 2 hours
3415,537812,408844,mobile,ended,-1.0,,,time delta > 2 hours,early less than 2 hours
3416,537821,400293,mobile,ended,-55.0,,,time delta > 2 hours,early less than 2 hours
3417,538453,242367,mobile,ended,-716.0,,,time delta > 2 hours,early more than 2 hours
3418,538454,189234,mobile,ended,-93.0,,,time delta > 2 hours,early less than 2 hours
3419,538455,348725,mobile,ended,-5.0,,,time delta > 2 hours,early less than 2 hours
3420,538582,407875,mobile,ended,-140.0,,,time delta > 2 hours,early more than 2 hours
3421,538720,371773,mobile,ended,-5475.0,,,time delta > 2 hours,early more than 2 hours
3422,538779,405970,mobile,ended,-3.0,,,time delta > 2 hours,early less than 2 hours
3423,538901,310553,connect,ended,-491.0,,,time delta > 2 hours,early more than 2 hours
3424,538954,362339,connect,ended,-914.0,,,time delta > 2 hours,early more than 2 hours
3425,539013,336517,mobile,ended,-123.0,,,time delta > 2 hours,early more than 2 hours
3426,539533,382613,mobile,ended,-23.0,,,time delta > 2 hours,early less than 2 hours
3427,539540,396009,connect,ended,-47.0,,,time delta > 2 hours,early less than 2 hours
3428,539636,205325,mobile,ended,-8.0,,,time delta > 2 hours,early less than 2 hours
3429,540132,397838,mobile,ended,-15.0,526192.0,720.0,time delta > 2 hours,early less than 2 hours
3430,540227,389833,mobile,ended,-5.0,,,time delta > 2 hours,early less than 2 hours
3431,540655,398886,mobile,ended,-23.0,,,time delta > 2 hours,early less than 2 hours
3432,541032,374337,mobile,ended,-52.0,,,time delta > 2 hours,early less than 2 hours
3433,541142,386409,mobile,ended,-12.0,,,time delta > 2 hours,early less than 2 hours
3434,541329,370049,mobile,ended,-18.0,,,time delta > 2 hours,early less than 2 hours
3435,541447,365350,mobile,ended,-4.0,,,time delta > 2 hours,early less than 2 hours
3436,541455,409088,mobile,ended,-172.0,,,time delta > 2 hours,early more than 2 hours
3437,541487,310250,mobile,ended,-5.0,,,time delta > 2 hours,early less than 2 hours
3438,541628,395684,mobile,ended,-5.0,,,time delta > 2 hours,early less than 2 hours
3439,541818,395641,mobile,ended,-4.0,,,time delta > 2 hours,early less than 2 hours
3440,541931,337131,connect,ended,-55.0,,,time delta > 2 hours,early less than 2 hours
3441,542123,299822,mobile,ended,-6.0,,,time delta > 2 hours,early less than 2 hours
3442,542178,407965,mobile,ended,-47.0,,,time delta > 2 hours,early less than 2 hours
3443,542197,290600,connect,ended,-12.0,,,time delta > 2 hours,early less than 2 hours
3444,542396,359719,mobile,ended,-112.0,,,time delta > 2 hours,early less than 2 hours
3445,542765,393824,mobile,ended,-46.0,,,time delta > 2 hours,early less than 2 hours
3446,542799,194741,mobile,ended,-7.0,,,time delta > 2 hours,early less than 2 hours
3447,542855,390068,connect,ended,-33.0,,,time delta > 2 hours,early less than 2 hours
3448,542958,214091,mobile,ended,-4.0,,,time delta > 2 hours,early less than 2 hours
3449,542977,364530,mobile,ended,-41.0,540811.0,0.0,time delta btw 0 and 2 hours,early less than 2 hours
3450,557855,406559,connect,ended,0.0,,,time delta > 2 hours,early less than 2 hours
3451,558338,381857,connect,ended,-71.0,,,time delta > 2 hours,early less than 2 hours
3452,558821,228776,mobile,ended,-13.0,,,time delta > 2 hours,early less than 2 hours
3453,558943,349006,mobile,ended,-1.0,,,time delta > 2 hours,early less than 2 hours
3454,559348,369845,mobile,ended,-168.0,,,time delta > 2 hours,early more than 2 hours
3455,559460,306935,mobile,ended,-507.0,,,time delta > 2 hours,early more than 2 hours
3456,559686,370049,mobile,ended,-29.0,,,time delta > 2 hours,early less than 2 hours
3457,559921,379275,mobile,ended,-88.0,,,time delta > 2 hours,early less than 2 hours
3458,560085,220856,mobile,ended,-72.0,,,time delta > 2 hours,early less than 2 hours
3459,560116,341861,connect,ended,-26.0,,,time delta > 2 hours,early less than 2 hours
3460,560250,292634,mobile,ended,0.0,,,time delta > 2 hours,early less than 2 hours
3461,560294,404175,mobile,ended,-19.0,,,time delta > 2 hours,early less than 2 hours
3462,560350,355843,mobile,ended,-80.0,,,time delta > 2 hours,early less than 2 hours
3463,560567,408744,connect,ended,-40.0,,,time delta > 2 hours,early less than 2 hours
3464,561113,369648,connect,ended,-2109.0,,,time delta > 2 hours,early more than 2 hours
3465,561240,310681,connect,ended,-25.0,,,time delta > 2 hours,early less than 2 hours
3466,561440,395948,mobile,ended,-5.0,,,time delta > 2 hours,early less than 2 hours
3467,561761,364907,connect,ended,-78.0,560285.0,720.0,time delta > 2 hours,early less than 2 hours
3468,561829,386211,mobile,ended,-16.0,,,time delta > 2 hours,early less than 2 hours
3469,562358,411798,mobile,ended,-236.0,,,time delta > 2 hours,early more than 2 hours
3470,562920,355795,mobile,ended,-16.0,,,time delta > 2 hours,early less than 2 hours
3471,558653,407432,connect,ended,-161.0,,,time delta > 2 hours,early more than 2 hours
3472,559690,319713,mobile,ended,-83.0,,,time delta > 2 hours,early less than 2 hours
3473,559709,379889,mobile,ended,-2.0,554879.0,90.0,time delta btw 0 and 2 hours,early less than 2 hours
3474,560278,362187,connect,ended,-151.0,559898.0,690.0,time delta > 2 hours,early more than 2 hours
3475,560319,390467,connect,ended,-61.0,554129.0,720.0,time delta > 2 hours,early less than 2 hours
3476,560568,390702,connect,ended,-106.0,549612.0,720.0,time delta > 2 hours,early less than 2 hours
