rental_id,car_id,checkin_type,state,delay_at_checkout_in_minutes,previous_ended_rental_id,time_delta_with_previous_rental_in_minutes,time_delta_previous_rental_groups
8991,525054,396121,mobile,ended,99.0,,,time delta > 2 hours
8992,526791,385221,mobile,ended,505.0,,,time delta > 2 hours
8993,527812,314456,connect,ended,45.0,,,time delta > 2 hours
8994,527998,379275,mobile,ended,207.0,,,time delta > 2 hours
8995,528155,388895,mobile,ended,-63.0,,,time delta > 2 hours
8996,528826,405005,connect,ended,6.0,,,time delta > 2 hours
8997,529029,386583,mobile,ended,-48.0,,,time delta > 2 hours
8998,529590,403240,mobile,ended,-142.0,,,time delta > 2 hours
8999,529707,402466,mobile,ended,240.0,,,time delta > 2 hours
9000,529729,319886,connect,ended,11.0,,,time delta > 2 hours
9001,530014,342710,connect,ended,-21.0,,,time delta > 2 hours
9002,530683,407373,mobile,ended,-114.0,,,time delta > 2 hours
9003,531137,383013,mobile,ended,13.0,,,time delta > 2 hours
9004,531276,305525,connect,ended,-145.0,,,time delta > 2 hours
9005,532312,313048,mobile,ended,-115.0,,,time delta > 2 hours
9006,532781,398960,mobile,ended,-5.0,,,time delta > 2 hours
9007,533387,311322,mobile,ended,41.0,,,time delta > 2 hours
9008,533488,407315,mobile,ended,-9.0,,,time delta > 2 hours
9009,533495,408208,mobile,ended,135.0,,,time delta > 2 hours
9010,533510,364052,mobile,ended,162.0,,,time delta > 2 hours
9011,533682,366204,mobile,ended,61.0,,,time delta > 2 hours
9012,534321,350435,mobile,ended,25.0,,,time delta > 2 hours
9013,568099,282262,mobile,ended,87.0,,,time delta > 2 hours
9014,568239,351319,mobile,ended,1533.0,,,time delta > 2 hours
9015,568254,407449,mobile,ended,-29.0,,,time delta > 2 hours
9016,568304,159536,mobile,ended,9.0,,,time delta > 2 hours
9017,568354,369098,mobile,ended,251.0,,,time delta > 2 hours
9018,568417,304392,connect,ended,-16.0,,,time delta > 2 hours
9019,568456,408883,mobile,ended,-4.0,,,time delta > 2 hours
9020,568472,341861,connect,ended,-21.0,,,time delta > 2 hours
9021,568627,405142,connect,ended,-45.0,560761.0,660.0,time delta > 2 hours
9022,568872,333550,mobile,ended,-27.0,,,time delta > 2 hours
9023,569251,356630,mobile,ended,42.0,,,time delta > 2 hours
9024,569316,396010,mobile,ended,47.0,,,time delta > 2 hours
9025,569383,407636,connect,ended,55.0,560335.0,60.0,time delta btw 0 and 2 hours
9026,569543,416141,mobile,ended,-103.0,,,time delta > 2 hours
9027,569615,388111,mobile,ended,-57.0,,,time delta > 2 hours
9028,569932,321322,mobile,ended,64.0,570206.0,0.0,time delta btw 0 and 2 hours
9029,569966,393183,mobile,ended,-69.0,,,time delta > 2 hours
9030,570382,381575,mobile,ended,33.0,,,time delta > 2 hours
9031,571437,403206,mobile,ended,0.0,,,time delta > 2 hours
9032,571453,319886,connect,ended,-14.0,,,time delta > 2 hours
9033,571867,355444,connect,ended,-176.0,,,time delta > 2 hours
9034,572143,358982,connect,ended,-320.0,,,time delta > 2 hours
9035,572810,394186,mobile,ended,15.0,,,time delta > 2 hours
9036,573400,409987,mobile,ended,143.0,,,time delta > 2 hours
9037,573561,324180,mobile,ended,-88.0,,,time delta > 2 hours
9038,574223,374741,connect,ended,-35.0,,,time delta > 2 hours
9039,574660,416559,mobile,ended,2855.0,,,time delta > 2 hours
9040,574893,294059,mobile,ended,-107.0,,,time delta > 2 hours
9041,509233,396575,mobile,ended,324.0,,,time delta > 2 hours
9042,513011,384837,mobile,ended,-27.0,,,time delta > 2 hours
9043,515659,375421,connect,ended,-1.0,,,time delta > 2 hours
9044,517385,337811,mobile,ended,-20.0,,,time delta > 2 hours
9045,518025,384942,mobile,ended,132.0,,,time delta > 2 hours
9046,518372,403951,mobile,ended,13.0,,,time delta > 2 hours
9047,518660,339371,mobile,ended,32.0,,,time delta > 2 hours
9048,519858,290567,mobile,ended,-23.0,,,time delta > 2 hours
9049,520077,395034,mobile,ended,-33.0,,,time delta > 2 hours
9050,520194,381841,mobile,ended,129.0,,,time delta > 2 hours
9051,520343,375233,mobile,ended,-56.0,,,time delta > 2 hours
9052,520400,271977,mobile,ended,135.0,,,time delta > 2 hours
9053,520477,400689,mobile,ended,16.0,,,time delta > 2 hours
9054,520686,297362,mobile,ended,5.0,,,time delta > 2 hours
9055,520941,373192,mobile,ended,116.0,,,time delta > 2 hours
9056,521570,292640,mobile,ended,96.0,,,time delta > 2 hours
9057,522486,402513,mobile,ended,-49.0,,,time delta > 2 hours
9058,523462,186958,mobile,ended,-61.0,554177.0,690.0,time delta > 2 hours
9059,523592,392167,mobile,ended,492.0,,,time delta > 2 hours
9060,525114,387284,mobile,ended,17.0,,,time delta > 2 hours
9061,565471,343329,mobile,ended,43.0,,,time delta > 2 hours
9062,565525,381098,mobile,ended,101.0,,,time delta > 2 hours
9063,565535,351776,mobile,ended,-208.0,,,time delta > 2 hours
9064,565621,403153,mobile,ended,-91.0,,,time delta > 2 hours
9065,565664,376524,mobile,ended,-26.0,,,time delta > 2 hours
9066,565931,355311,mobile,ended,10.0,,,time delta > 2 hours
9067,566081,407529,mobile,ended,-253.0,,,time delta > 2 hours
9068,566111,412484,mobile,ended,-26.0,,,time delta > 2 hours
9069,566377,335258,mobile,ended,13.0,,,time delta > 2 hours
9070,566393,410052,mobile,ended,836.0,,,time delta > 2 hours
9071,566475,356106,connect,ended,0.0,,,time delta > 2 hours
9072,566853,318362,mobile,ended,-14.0,,,time delta > 2 hours
9073,566860,190060,mobile,ended,51.0,,,time delta > 2 hours
9074,566914,221830,mobile,ended,749.0,,,time delta > 2 hours
9075,566919,389966,mobile,ended,13.0,,,time delta > 2 hours
9076,567000,415154,mobile,ended,-3.0,,,time delta > 2 hours
9077,567038,407465,connect,ended,-3.0,566140.0,180.0,time delta > 2 hours
9078,567130,175071,mobile,ended,65.0,,,time delta > 2 hours
9079,567136,404923,mobile,ended,-85.0,,,time delta > 2 hours
9080,567219,395374,mobile,ended,64.0,,,time delta > 2 hours
9081,567347,328263,mobile,ended,-59.0,565243.0,150.0,time delta > 2 hours
9082,567411,187450,mobile,ended,236.0,,,time delta > 2 hours
9083,567790,213231,mobile,ended,540.0,,,time delta > 2 hours
9084,567844,395404,mobile,ended,-6.0,,,time delta > 2 hours
9085,567859,310918,connect,ended,-14.0,562013.0,600.0,time delta > 2 hours
9086,567901,303172,mobile,ended,-16.0,,,time delta > 2 hours
9087,568031,394043,mobile,ended,665.0,565470.0,120.0,time delta btw 0 and 2 hours
9088,568084,214635,connect,ended,-22.0,549978.0,540.0,time delta > 2 hours
9089,568228,352063,mobile,ended,21.0,,,time delta > 2 hours
9090,568246,283618,mobile,ended,132.0,,,time delta > 2 hours
9091,568276,398130,mobile,ended,10.0,,,time delta > 2 hours
9092,568317,314220,mobile,ended,-106.0,561970.0,720.0,time delta > 2 hours
9093,568351,393471,mobile,ended,-49.0,,,time delta > 2 hours
9094,568475,366524,mobile,ended,118.0,,,time delta > 2 hours
9095,568616,356551,connect,ended,-2.0,,,time delta > 2 hours
9096,568685,371354,connect,ended,3.0,,,time delta > 2 hours
9097,568942,342595,mobile,ended,28.0,,,time delta > 2 hours
9098,569062,364882,connect,ended,42.0,566930.0,0.0,time delta btw 0 and 2 hours
9099,569096,305819,connect,ended,256.0,,,time delta > 2 hours
9100,569501,295830,connect,ended,-9.0,557587.0,120.0,time delta btw 0 and 2 hours
9101,569639,372647,mobile,ended,177.0,,,time delta > 2 hours
9102,569802,346755,connect,ended,92.0,,,time delta > 2 hours
9103,569841,342699,connect,ended,-1057.0,,,time delta > 2 hours
9104,570033,310695,mobile,ended,164.0,,,time delta > 2 hours
9105,570133,394259,mobile,ended,8.0,,,time delta > 2 hours
9106,570364,376626,mobile,ended,82.0,,,time delta > 2 hours
9107,570598,374698,mobile,ended,-20.0,,,time delta > 2 hours
9108,571604,384657,connect,ended,-40.0,,,time delta > 2 hours
9109,571638,361502,mobile,ended,706.0,,,time delta > 2 hours
9110,571752,402235,mobile,ended,34.0,557648.0,0.0,time delta btw 0 and 2 hours
9111,571767,247382,mobile,ended,89.0,,,time delta > 2 hours
9112,571811,411447,mobile,ended,73.0,,,time delta > 2 hours
9113,571829,329331,mobile,ended,1035.0,,,time delta > 2 hours
9114,572017,261879,mobile,ended,-70.0,,,time delta > 2 hours
9115,572181,414681,mobile,ended,147.0,,,time delta > 2 hours
9116,572955,413727,mobile,ended,44.0,,,time delta > 2 hours
9117,573002,371354,connect,ended,-1.0,,,time delta > 2 hours
9118,573125,359365,mobile,ended,78.0,,,time delta > 2 hours
9119,574026,187447,mobile,ended,225.0,,,time delta > 2 hours
9120,574339,411694,mobile,ended,14.0,,,time delta > 2 hours
9121,574378,332582,connect,ended,149.0,,,time delta > 2 hours
9122,574510,371572,connect,ended,944.0,,,time delta > 2 hours
9123,574775,388795,mobile,ended,99.0,,,time delta > 2 hours
9124,575013,293910,mobile,ended,-15.0,563147.0,630.0,time delta > 2 hours
9125,575176,366838,mobile,ended,54.0,,,time delta > 2 hours
9126,568656,402911,mobile,ended,6.0,,,time delta > 2 hours
9127,568757,379316,mobile,ended,-5.0,567008.0,480.0,time delta > 2 hours
9128,569090,391576,mobile,ended,-53.0,,,time delta > 2 hours
9129,569155,265546,mobile,ended,18.0,,,time delta > 2 hours
9130,569195,190541,mobile,ended,-228.0,,,time delta > 2 hours
9131,570387,352799,mobile,ended,82.0,,,time delta > 2 hours
9132,570635,403197,mobile,ended,-148.0,,,time delta > 2 hours
9133,571135,403962,connect,ended,56.0,563253.0,480.0,time delta > 2 hours
9134,571873,314031,mobile,ended,43.0,,,time delta > 2 hours
9135,572263,290140,connect,ended,-89.0,,,time delta > 2 hours
9136,572524,403132,mobile,ended,11.0,,,time delta > 2 hours
9137,555896,192567,mobile,ended,-27.0,,,time delta > 2 hours
9138,555951,373547,mobile,ended,303.0,,,time delta > 2 hours
9139,555952,363386,mobile,ended,-8.0,555902.0,300.0,time delta > 2 hours
9140,556083,349842,mobile,ended,100.0,,,time delta > 2 hours
9141,556234,296021,connect,ended,-10.0,,,time delta > 2 hours
9142,556238,399603,mobile,ended,-29.0,560315.0,300.0,time delta > 2 hours
9143,556324,413050,mobile,ended,-13.0,,,time delta > 2 hours
9144,556334,350149,mobile,ended,228.0,545622.0,330.0,time delta > 2 hours
9145,556442,402078,mobile,ended,-75.0,,,time delta > 2 hours
9146,556565,392479,mobile,ended,-28.0,,,time delta > 2 hours
9147,556570,267891,mobile,ended,169.0,,,time delta > 2 hours
9148,556669,313955,mobile,ended,186.0,,,time delta > 2 hours
9149,556810,409071,mobile,ended,65.0,,,time delta > 2 hours
9150,557146,412698,mobile,ended,-8.0,,,time delta > 2 hours
9151,557190,315360,mobile,ended,9.0,,,time delta > 2 hours
9152,557196,260509,mobile,ended,-81.0,,,time delta > 2 hours
9153,557199,172429,mobile,ended,67.0,,,time delta > 2 hours
9154,557258,409854,mobile,ended,52.0,,,time delta > 2 hours
9155,557277,162571,connect,ended,-95.0,,,time delta > 2 hours
9156,557329,402442,mobile,ended,197.0,,,time delta > 2 hours
9157,557358,207962,mobile,ended,102.0,,,time delta > 2 hours
9158,557575,296338,connect,ended,267.0,,,time delta > 2 hours
9159,557713,374841,mobile,ended,7.0,,,time delta > 2 hours
9160,557746,401009,mobile,ended,27.0,,,time delta > 2 hours
9161,557775,398479,mobile,ended,24.0,,,time delta > 2 hours
9162,557815,270688,mobile,ended,42.0,,,time delta > 2 hours
9163,558020,361198,mobile,ended,-9.0,,,time delta > 2 hours
9164,558089,355272,mobile,ended,-36.0,,,time delta > 2 hours
9165,558136,389147,mobile,ended,29.0,,,time delta > 2 hours
9166,558170,393729,mobile,ended,-21.0,,,time delta > 2 hours
9167,558236,384708,mobile,ended,9.0,,,time delta > 2 hours
9168,558259,409801,mobile,ended,-4.0,,,time delta > 2 hours
9169,558295,241032,mobile,ended,-50.0,,,time delta > 2 hours
9170,558473,405611,mobile,ended,-203.0,,,time delta > 2 hours
9171,558577,339540,mobile,ended,90.0,,,time delta > 2 hours
9172,558598,328135,connect,ended,37.0,,,time delta > 2 hours
9173,558613,396528,mobile,ended,62.0,,,time delta > 2 hours
9174,558627,305525,connect,ended,8.0,559997.0,0.0,time delta btw 0 and 2 hours
9175,558680,337582,mobile,ended,-107.0,,,time delta > 2 hours
9176,558882,313555,mobile,ended,-181.0,,,time delta > 2 hours
9177,559038,192831,mobile,ended,-22.0,,,time delta > 2 hours
9178,559138,376601,mobile,ended,33.0,,,time delta > 2 hours
9179,559139,383110,connect,ended,219.0,558448.0,570.0,time delta > 2 hours
9180,559168,384468,mobile,ended,-235.0,,,time delta > 2 hours
9181,559200,334935,mobile,ended,207.0,,,time delta > 2 hours
9182,559360,397046,mobile,ended,1431.0,,,time delta > 2 hours
9183,559483,389094,mobile,ended,-56.0,,,time delta > 2 hours
9184,559622,414421,mobile,ended,-713.0,,,time delta > 2 hours
9185,559632,308181,connect,ended,33.0,,,time delta > 2 hours
9186,559765,314605,mobile,ended,32.0,,,time delta > 2 hours
9187,559798,376840,connect,ended,-48.0,558702.0,60.0,time delta btw 0 and 2 hours
9188,559847,403265,connect,ended,-162.0,,,time delta > 2 hours
9189,559885,324812,mobile,ended,93.0,,,time delta > 2 hours
9190,559952,251815,connect,ended,-50.0,,,time delta > 2 hours
9191,560062,206467,mobile,ended,109.0,,,time delta > 2 hours
9192,560168,242282,mobile,ended,-33.0,,,time delta > 2 hours
9193,560465,338243,connect,ended,-50.0,,,time delta > 2 hours
9194,560528,404791,mobile,ended,43.0,,,time delta > 2 hours
9195,560535,403871,mobile,ended,133.0,,,time delta > 2 hours
9196,560586,315563,mobile,ended,-47.0,,,time delta > 2 hours
9197,560638,361789,mobile,ended,-892.0,,,time delta > 2 hours
9198,560742,398700,mobile,ended,3925.0,,,time delta > 2 hours
9199,560872,385073,mobile,ended,-56.0,,,time delta > 2 hours
9200,560900,385947,mobile,ended,85.0,,,time delta > 2 hours
9201,560901,256882,mobile,ended,4.0,560362.0,480.0,time delta > 2 hours
9202,561008,292785,mobile,ended,862.0,,,time delta > 2 hours
9203,561237,348638,mobile,ended,37.0,,,time delta > 2 hours
9204,561286,358103,mobile,ended,10.0,,,time delta > 2 hours
9205,561325,362433,connect,ended,11.0,,,time delta > 2 hours
9206,561430,413383,mobile,ended,10.0,,,time delta > 2 hours
9207,561547,390166,mobile,ended,-6.0,,,time delta > 2 hours
9208,561554,389147,mobile,ended,38.0,,,time delta > 2 hours
9209,561624,349019,mobile,ended,-764.0,,,time delta > 2 hours
9210,561640,369483,mobile,ended,-108.0,,,time delta > 2 hours
9211,561656,360299,connect,ended,0.0,,,time delta > 2 hours
9212,561694,245154,connect,ended,-47.0,,,time delta > 2 hours
9213,561747,344367,mobile,ended,-63.0,,,time delta > 2 hours
9214,561772,413477,mobile,ended,155.0,,,time delta > 2 hours
9215,561809,335711,mobile,ended,760.0,,,time delta > 2 hours
9216,561925,347208,connect,ended,82.0,,,time delta > 2 hours
9217,561927,392485,mobile,ended,94.0,,,time delta > 2 hours
9218,562302,381461,mobile,ended,53.0,,,time delta > 2 hours
9219,562491,372115,mobile,ended,-23.0,,,time delta > 2 hours
9220,562539,312348,mobile,ended,31.0,,,time delta > 2 hours
9221,562600,409516,mobile,ended,24.0,,,time delta > 2 hours
9222,562660,394692,mobile,ended,220.0,,,time delta > 2 hours
9223,562704,415311,mobile,ended,-10.0,,,time delta > 2 hours
9224,562874,349171,connect,ended,13.0,561815.0,600.0,time delta > 2 hours
9225,541776,264348,mobile,ended,37.0,539983.0,630.0,time delta > 2 hours
9226,541904,358103,mobile,ended,4.0,,,time delta > 2 hours
9227,542075,370726,mobile,ended,-49.0,,,time delta > 2 hours
9228,542368,359365,mobile,ended,-70.0,,,time delta > 2 hours
9229,542376,364520,mobile,ended,-54.0,,,time delta > 2 hours
9230,542403,328476,mobile,ended,83.0,,,time delta > 2 hours
9231,542471,366981,connect,ended,-98.0,,,time delta > 2 hours
9232,542486,190321,mobile,ended,-3.0,,,time delta > 2 hours
9233,542555,337131,connect,ended,-5.0,,,time delta > 2 hours
9234,542651,336314,mobile,ended,78.0,535888.0,60.0,time delta btw 0 and 2 hours
9235,542687,410544,mobile,ended,106.0,,,time delta > 2 hours
9236,542709,389445,mobile,ended,-3.0,,,time delta > 2 hours
9237,542719,393018,mobile,ended,54.0,,,time delta > 2 hours
9238,542741,259573,mobile,ended,-164.0,,,time delta > 2 hours
9239,542820,218964,mobile,ended,-65.0,,,time delta > 2 hours
9240,542895,386065,mobile,ended,82.0,,,time delta > 2 hours
9241,542963,373915,mobile,ended,-30.0,,,time delta > 2 hours
9242,543005,396483,connect,ended,-152.0,542616.0,0.0,time delta btw 0 and 2 hours
9243,543202,357530,connect,ended,-45.0,,,time delta > 2 hours
9244,543227,385221,mobile,ended,119.0,,,time delta > 2 hours
9245,543281,363387,mobile,ended,-86.0,540115.0,0.0,time delta btw 0 and 2 hours
9246,543315,289720,connect,ended,-140.0,,,time delta > 2 hours
9247,543372,371387,mobile,ended,-52.0,,,time delta > 2 hours
9248,543490,409344,mobile,ended,107.0,,,time delta > 2 hours
9249,543497,341119,connect,ended,2.0,543297.0,30.0,time delta btw 0 and 2 hours
9250,543558,393749,mobile,ended,8.0,,,time delta > 2 hours
9251,543911,349678,connect,ended,132.0,532779.0,0.0,time delta btw 0 and 2 hours
9252,543920,403265,mobile,ended,-108.0,534967.0,60.0,time delta btw 0 and 2 hours
9253,543997,370265,mobile,ended,27.0,,,time delta > 2 hours
9254,544075,353270,mobile,ended,-2.0,533945.0,150.0,time delta > 2 hours
9255,544080,289901,connect,ended,-170.0,548270.0,600.0,time delta > 2 hours
9256,544116,191912,mobile,ended,-2.0,,,time delta > 2 hours
9257,544254,248889,connect,ended,-6.0,,,time delta > 2 hours
9258,544346,377509,mobile,ended,3.0,544659.0,0.0,time delta btw 0 and 2 hours
9259,544367,381684,mobile,ended,41.0,543618.0,210.0,time delta > 2 hours
9260,544388,377144,mobile,ended,-195.0,,,time delta > 2 hours
9261,544403,404168,mobile,ended,-40.0,,,time delta > 2 hours
9262,544547,339358,mobile,ended,2.0,,,time delta > 2 hours
9263,544603,401871,connect,ended,246.0,558206.0,0.0,time delta btw 0 and 2 hours
9264,544868,406563,mobile,ended,458.0,,,time delta > 2 hours
9265,544918,376491,connect,ended,38.0,,,time delta > 2 hours
9266,547669,376619,mobile,ended,-12.0,,,time delta > 2 hours
9267,547706,377700,mobile,ended,143.0,,,time delta > 2 hours
9268,547903,350873,connect,ended,-215.0,,,time delta > 2 hours
9269,547969,334190,connect,ended,-52.0,,,time delta > 2 hours
9270,547983,411592,mobile,ended,-286.0,,,time delta > 2 hours
9271,548091,411882,mobile,ended,178.0,,,time delta > 2 hours
9272,548189,397907,mobile,ended,22.0,,,time delta > 2 hours
9273,548381,409690,mobile,ended,37.0,,,time delta > 2 hours
9274,548447,194340,connect,ended,-70.0,,,time delta > 2 hours
9275,548539,307364,mobile,ended,-43.0,,,time delta > 2 hours
9276,548613,385523,connect,ended,-4.0,,,time delta > 2 hours
9277,548633,362531,connect,ended,-152.0,,,time delta > 2 hours
9278,548827,400088,mobile,ended,-122.0,,,time delta > 2 hours
9279,548931,405583,mobile,ended,-11.0,,,time delta > 2 hours
9280,549148,401232,mobile,ended,298.0,,,time delta > 2 hours
9281,549198,378125,mobile,ended,422.0,,,time delta > 2 hours
9282,549302,411711,mobile,ended,-67.0,,,time delta > 2 hours
9283,549312,344254,connect,ended,-264.0,,,time delta > 2 hours
9284,549314,316042,connect,ended,-38.0,,,time delta > 2 hours
9285,549362,346821,mobile,ended,-33.0,,,time delta > 2 hours
9286,549389,376311,connect,ended,64.0,,,time delta > 2 hours
9287,549732,357879,mobile,ended,254.0,,,time delta > 2 hours
9288,549733,409993,connect,ended,-316.0,,,time delta > 2 hours
9289,549738,337582,mobile,ended,6.0,521066.0,720.0,time delta > 2 hours
9290,549831,255399,mobile,ended,14.0,,,time delta > 2 hours
9291,549877,385642,mobile,ended,2.0,,,time delta > 2 hours
9292,549927,407055,connect,ended,15.0,,,time delta > 2 hours
9293,549935,408639,mobile,ended,42.0,545149.0,240.0,time delta > 2 hours
9294,550097,381857,connect,ended,-48.0,,,time delta > 2 hours
9295,550099,334190,connect,ended,-79.0,,,time delta > 2 hours
9296,550172,399973,mobile,ended,30.0,545415.0,60.0,time delta btw 0 and 2 hours
9297,550394,411235,mobile,ended,-33.0,,,time delta > 2 hours
9298,550456,410959,mobile,ended,37.0,,,time delta > 2 hours
9299,572666,286044,mobile,ended,33.0,,,time delta > 2 hours
9300,572703,388342,mobile,ended,133.0,,,time delta > 2 hours
9301,572740,391891,connect,ended,304.0,,,time delta > 2 hours
9302,573005,413383,mobile,ended,4.0,,,time delta > 2 hours
9303,573217,387753,connect,ended,-19.0,,,time delta > 2 hours
9304,573240,303172,mobile,ended,-40.0,,,time delta > 2 hours
9305,573372,375882,connect,ended,-472.0,,,time delta > 2 hours
9306,573550,371252,mobile,ended,-28.0,,,time delta > 2 hours
9307,573837,341119,connect,ended,-390.0,,,time delta > 2 hours
9308,574442,375621,connect,ended,-50.0,,,time delta > 2 hours
9309,574481,324821,connect,ended,4.0,,,time delta > 2 hours
9310,575033,242452,mobile,ended,6991.0,,,time delta > 2 hours
9311,525402,299670,mobile,ended,-32.0,,,time delta > 2 hours
9312,527017,261263,mobile,ended,27.0,,,time delta > 2 hours
9313,527346,295067,mobile,ended,-12.0,,,time delta > 2 hours
9314,527530,400193,mobile,ended,2.0,,,time delta > 2 hours
9315,528135,363936,mobile,ended,-71.0,524255.0,240.0,time delta > 2 hours
9316,530220,388771,mobile,ended,824.0,,,time delta > 2 hours
9317,530580,366292,mobile,ended,31.0,,,time delta > 2 hours
9318,530772,325423,mobile,ended,-20.0,,,time delta > 2 hours
9319,531215,389147,mobile,ended,6.0,,,time delta > 2 hours
9320,532216,192575,connect,ended,1.0,,,time delta > 2 hours
9321,532655,326718,mobile,ended,10.0,,,time delta > 2 hours
9322,532922,270352,mobile,ended,2409.0,,,time delta > 2 hours
9323,532939,405122,mobile,ended,-53.0,,,time delta > 2 hours
9324,533321,408023,mobile,ended,145.0,,,time delta > 2 hours
9325,533594,377739,mobile,ended,17.0,,,time delta > 2 hours
9326,533714,378239,mobile,ended,55.0,,,time delta > 2 hours
9327,534111,305658,mobile,ended,122.0,,,time delta > 2 hours
9328,534117,220877,connect,ended,-78.0,,,time delta > 2 hours
9329,534183,200366,mobile,ended,21.0,,,time delta > 2 hours
9330,534419,362595,mobile,ended,28.0,538769.0,120.0,time delta btw 0 and 2 hours
9331,534451,400181,mobile,ended,-61.0,,,time delta > 2 hours
9332,534473,376186,mobile,ended,100.0,,,time delta > 2 hours
9333,534496,362274,mobile,ended,110.0,,,time delta > 2 hours
9334,534678,383344,connect,ended,164.0,563620.0,240.0,time delta > 2 hours
9335,534814,404201,mobile,ended,-29.0,,,time delta > 2 hours
9336,534853,243208,connect,ended,91.0,,,time delta > 2 hours
9337,505173,362507,connect,ended,-195.0,,,time delta > 2 hours
9338,506923,211876,connect,ended,-279.0,,,time delta > 2 hours
9339,507280,258671,mobile,ended,-3.0,,,time delta > 2 hours
9340,510250,317024,connect,ended,-98.0,555935.0,270.0,time delta > 2 hours
9341,514626,386981,mobile,ended,-5.0,,,time delta > 2 hours
9342,517232,364236,mobile,ended,9.0,,,time delta > 2 hours
9343,517256,401460,mobile,ended,-2.0,,,time delta > 2 hours
9344,517939,328392,mobile,ended,6.0,,,time delta > 2 hours
9345,518841,340616,connect,ended,-344.0,,,time delta > 2 hours
9346,519171,298535,mobile,ended,-17.0,,,time delta > 2 hours
9347,519298,352528,connect,ended,295.0,540649.0,480.0,time delta > 2 hours
9348,519376,252863,connect,ended,16.0,,,time delta > 2 hours
9349,519488,399977,mobile,ended,46.0,,,time delta > 2 hours
9350,519499,312389,mobile,ended,35.0,,,time delta > 2 hours
9351,520411,268915,mobile,ended,153.0,,,time delta > 2 hours
9352,520427,369039,mobile,ended,231.0,,,time delta > 2 hours
9353,520824,396532,mobile,ended,-365.0,536007.0,90.0,time delta btw 0 and 2 hours
9354,521097,379174,mobile,ended,41.0,,,time delta > 2 hours
9355,521309,290127,mobile,ended,36.0,,,time delta > 2 hours
9356,522160,284286,mobile,ended,218.0,,,time delta > 2 hours
9357,522555,404649,mobile,ended,18.0,,,time delta > 2 hours
9358,522633,240802,mobile,ended,487.0,,,time delta > 2 hours
9359,522691,278640,connect,ended,61.0,,,time delta > 2 hours
9360,523148,373988,mobile,ended,-125.0,,,time delta > 2 hours
9361,523988,317819,mobile,ended,86.0,,,time delta > 2 hours
9362,524215,349275,mobile,ended,-65.0,,,time delta > 2 hours
9363,524329,378264,mobile,ended,260.0,,,time delta > 2 hours
9364,526699,179573,mobile,ended,591.0,,,time delta > 2 hours
9365,526953,340333,connect,ended,-111.0,537953.0,300.0,time delta > 2 hours
9366,527797,367632,connect,ended,-126.0,,,time delta > 2 hours
9367,527872,270949,mobile,ended,-177.0,,,time delta > 2 hours
9368,528031,362241,connect,ended,95.0,,,time delta > 2 hours
9369,528254,380813,mobile,ended,-11.0,,,time delta > 2 hours
9370,530495,321872,mobile,ended,-36.0,,,time delta > 2 hours
9371,530748,222592,mobile,ended,20.0,,,time delta > 2 hours
9372,530805,309227,mobile,ended,-18.0,,,time delta > 2 hours
9373,530887,406066,mobile,ended,-12.0,,,time delta > 2 hours
9374,530958,407253,mobile,ended,192.0,,,time delta > 2 hours
9375,531045,343592,mobile,ended,63.0,,,time delta > 2 hours
9376,531169,396106,mobile,ended,-5.0,,,time delta > 2 hours
9377,531734,405622,mobile,ended,513.0,,,time delta > 2 hours
9378,531897,175289,connect,ended,1.0,,,time delta > 2 hours
9379,532006,293327,mobile,ended,-48.0,,,time delta > 2 hours
9380,532054,361862,mobile,ended,-115.0,,,time delta > 2 hours
9381,532405,380833,mobile,ended,-5.0,538592.0,30.0,time delta btw 0 and 2 hours
9382,532488,352921,connect,ended,19.0,,,time delta > 2 hours
9383,532623,407758,mobile,ended,-21.0,,,time delta > 2 hours
9384,532769,362304,mobile,ended,30.0,,,time delta > 2 hours
9385,532953,248539,mobile,ended,62.0,,,time delta > 2 hours
9386,533264,376628,mobile,ended,8.0,,,time delta > 2 hours
9387,533278,403781,mobile,ended,723.0,,,time delta > 2 hours
9388,533408,405095,mobile,ended,64.0,,,time delta > 2 hours
9389,533896,310444,connect,ended,265.0,,,time delta > 2 hours
9390,534247,280968,mobile,ended,398.0,,,time delta > 2 hours
9391,563095,375650,mobile,ended,41.0,,,time delta > 2 hours
9392,563460,410218,mobile,ended,-30.0,562205.0,300.0,time delta > 2 hours
9393,563762,203060,connect,ended,5.0,,,time delta > 2 hours
9394,563792,295830,connect,ended,0.0,,,time delta > 2 hours
9395,563901,376491,connect,ended,-170.0,559165.0,240.0,time delta > 2 hours
9396,564220,409908,mobile,ended,-50.0,,,time delta > 2 hours
9397,564228,350374,connect,ended,-106.0,,,time delta > 2 hours
9398,564339,310781,connect,ended,6.0,,,time delta > 2 hours
9399,564413,195888,mobile,ended,0.0,,,time delta > 2 hours
9400,564517,390541,mobile,ended,84.0,,,time delta > 2 hours
9401,564542,397217,connect,ended,-97.0,,,time delta > 2 hours
9402,564612,408451,mobile,ended,-182.0,,,time delta > 2 hours
9403,564631,185552,mobile,ended,-449.0,,,time delta > 2 hours
9404,564662,404672,mobile,ended,7.0,,,time delta > 2 hours
9405,564732,414768,connect,ended,-26.0,,,time delta > 2 hours
9406,564877,289277,mobile,ended,79.0,,,time delta > 2 hours
9407,564926,385629,connect,ended,-484.0,,,time delta > 2 hours
9408,564977,401542,mobile,ended,19.0,,,time delta > 2 hours
